product,issue,table,stat,year,period,class1,class1_code,class2,class2_code,class3,class3_code,class4,class4_code,figure,note_figure
HKMDS,202004,T0701,M070101,2017,,typeop,typeop_01,,,,,,,7787355,
HKMDS,202004,T0701,M070101,2018,,typeop,typeop_01,,,,,,,8262736,
HKMDS,202004,T0701,M070101,2019,,typeop,typeop_01,,,,,,,8056042,
HKMDS,202004,T0701,M070101,2018,12,typeop,typeop_01,,,,,,,898125,
HKMDS,202004,T0701,M070101,2019,01,typeop,typeop_01,,,,,,,750223,
HKMDS,202004,T0701,M070101,2019,02,typeop,typeop_01,,,,,,,569247,
HKMDS,202004,T0701,M070101,2019,03,typeop,typeop_01,,,,,,,736690,
HKMDS,202004,T0701,M070101,2019,04,typeop,typeop_01,,,,,,,566245,
HKMDS,202004,T0701,M070101,2019,05,typeop,typeop_01,,,,,,,695794,
HKMDS,202004,T0701,M070101,2019,06,typeop,typeop_01,,,,,,,657754,
HKMDS,202004,T0701,M070101,2019,07,typeop,typeop_01,,,,,,,670968,
HKMDS,202004,T0701,M070101,2019,08,typeop,typeop_01,,,,,,,777818,
HKMDS,202004,T0701,M070101,2019,09,typeop,typeop_01,,,,,,,577725,
HKMDS,202004,T0701,M070101,2019,10,typeop,typeop_01,,,,,,,703247,
HKMDS,202004,T0701,M070101,2019,11,typeop,typeop_01,,,,,,,655356,
HKMDS,202004,T0701,M070101,2019,12,typeop,typeop_01,,,,,,,694975,
HKMDS,202004,T0701,M070101,2020,01,typeop,typeop_01,,,,,,,717357,
HKMDS,202004,T0701,M070101,2020,02,typeop,typeop_01,,,,,,,408432,
HKMDS,202004,T0701,M070101,2017,,typeop,typeop_02,,,,,,,625679,
HKMDS,202004,T0701,M070101,2018,,typeop,typeop_02,,,,,,,634495,
HKMDS,202004,T0701,M070101,2019,,typeop,typeop_02,,,,,,,594940,
HKMDS,202004,T0701,M070101,2018,12,typeop,typeop_02,,,,,,,60465,
HKMDS,202004,T0701,M070101,2019,01,typeop,typeop_02,,,,,,,29376,
HKMDS,202004,T0701,M070101,2019,02,typeop,typeop_02,,,,,,,33992,
HKMDS,202004,T0701,M070101,2019,03,typeop,typeop_02,,,,,,,65604,
HKMDS,202004,T0701,M070101,2019,04,typeop,typeop_02,,,,,,,57769,
HKMDS,202004,T0701,M070101,2019,05,typeop,typeop_02,,,,,,,39680,
HKMDS,202004,T0701,M070101,2019,06,typeop,typeop_02,,,,,,,60742,
HKMDS,202004,T0701,M070101,2019,07,typeop,typeop_02,,,,,,,53694,
HKMDS,202004,T0701,M070101,2019,08,typeop,typeop_02,,,,,,,36092,
HKMDS,202004,T0701,M070101,2019,09,typeop,typeop_02,,,,,,,82809,
HKMDS,202004,T0701,M070101,2019,10,typeop,typeop_02,,,,,,,25467,
HKMDS,202004,T0701,M070101,2019,11,typeop,typeop_02,,,,,,,44415,
HKMDS,202004,T0701,M070101,2019,12,typeop,typeop_02,,,,,,,65300,
HKMDS,202004,T0701,M070101,2020,01,typeop,typeop_02,,,,,,,30427,
HKMDS,202004,T0701,M070101,2020,02,typeop,typeop_02,,,,,,,52683,
HKMDS,202004,T0701,M070101,2017,,typeop,typeop_03,,,,,,,7269099,
HKMDS,202004,T0701,M070101,2018,,typeop,typeop_03,,,,,,,7857171,
HKMDS,202004,T0701,M070101,2019,,typeop,typeop_03,,,,,,,7866795,
HKMDS,202004,T0701,M070101,2018,12,typeop,typeop_03,,,,,,,828554,
HKMDS,202004,T0701,M070101,2019,01,typeop,typeop_03,,,,,,,544222,
HKMDS,202004,T0701,M070101,2019,02,typeop,typeop_03,,,,,,,599147,
HKMDS,202004,T0701,M070101,2019,03,typeop,typeop_03,,,,,,,813060,
HKMDS,202004,T0701,M070101,2019,04,typeop,typeop_03,,,,,,,923606,
HKMDS,202004,T0701,M070101,2019,05,typeop,typeop_03,,,,,,,796812,
HKMDS,202004,T0701,M070101,2019,06,typeop,typeop_03,,,,,,,501637,
HKMDS,202004,T0701,M070101,2019,07,typeop,typeop_03,,,,,,,340755,
HKMDS,202004,T0701,M070101,2019,08,typeop,typeop_03,,,,,,,645569,
HKMDS,202004,T0701,M070101,2019,09,typeop,typeop_03,,,,,,,696958,
HKMDS,202004,T0701,M070101,2019,10,typeop,typeop_03,,,,,,,628225,
HKMDS,202004,T0701,M070101,2019,11,typeop,typeop_03,,,,,,,773662,
HKMDS,202004,T0701,M070101,2019,12,typeop,typeop_03,,,,,,,603142,
HKMDS,202004,T0701,M070101,2020,01,typeop,typeop_03,,,,,,,441626,
HKMDS,202004,T0701,M070101,2020,02,typeop,typeop_03,,,,,,,555243,
HKMDS,202004,T0701,M070101,2017,,typeop,typeop_04,,,,,,,8075000,
HKMDS,202004,T0701,M070101,2018,,typeop,typeop_04,,,,,,,7477189,
HKMDS,202004,T0701,M070101,2019,,typeop,typeop_04,,,,,,,6802047,
HKMDS,202004,T0701,M070101,2018,12,typeop,typeop_04,,,,,,,274300,
HKMDS,202004,T0701,M070101,2019,01,typeop,typeop_04,,,,,,,678739,
HKMDS,202004,T0701,M070101,2019,02,typeop,typeop_04,,,,,,,754637,
HKMDS,202004,T0701,M070101,2019,03,typeop,typeop_04,,,,,,,757194,
HKMDS,202004,T0701,M070101,2019,04,typeop,typeop_04,,,,,,,447738,
HKMDS,202004,T0701,M070101,2019,05,typeop,typeop_04,,,,,,,230777,
HKMDS,202004,T0701,M070101,2019,06,typeop,typeop_04,,,,,,,559714,
HKMDS,202004,T0701,M070101,2019,07,typeop,typeop_04,,,,,,,450303,
HKMDS,202004,T0701,M070101,2019,08,typeop,typeop_04,,,,,,,499011,
HKMDS,202004,T0701,M070101,2019,09,typeop,typeop_04,,,,,,,759847,
HKMDS,202004,T0701,M070101,2019,10,typeop,typeop_04,,,,,,,789133,
HKMDS,202004,T0701,M070101,2019,11,typeop,typeop_04,,,,,,,296612,
HKMDS,202004,T0701,M070101,2019,12,typeop,typeop_04,,,,,,,578342,
HKMDS,202004,T0701,M070101,2020,01,typeop,typeop_04,,,,,,,558932,
HKMDS,202004,T0701,M070101,2020,02,typeop,typeop_04,,,,,,,606091,
HKMDS,202004,T0701,M070101,2017,,typeop,typeop_05,,,,,,,2821799,
HKMDS,202004,T0701,M070101,2018,,typeop,typeop_05,,,,,,,2739817,
