product,issue,table,category,code,desc_c,desc_e
HKMDS,202002,T0307,stat,M030705,整體出口單位價格指數 (2017年=100),Unit value index of total exports (Year 2017=100)
HKMDS,202002,T0307,stat,M030706,整體出口貨量指數 (2017年=100),Quantum index of total exports (Year 2017=100)
HKMDS,202002,T0307,stat,M030707,貿易價格比率 (2017年=100),Terms of trade (Year 2017=100)
HKMDS,202002,T0307,other_info,note_G1,貿易價格比率指數是根據整體出口的單位價格指數與進口單位價格指數的比率計算出來。,The terms of trade index is derived from the ratio of the unit value index for total exports to that for imports.
HKMDS,202002,T0307,other_info,source,政府統計處貿易資料分析組,"Trade Analysis Section, Census and Statistics Department"
HKMDS,202002,T0308,table,T0308,表3.8：經季節性調整的商品貿易指數,Table 3.8 : Seasonally adjusted merchandise trade index numbers
HKMDS,202002,T0308,stat,M030801,經季節性調整的進口貨值指數 (2017年=100),Seasonally adjusted value index of imports (Year 2017=100)
HKMDS,202002,T0308,stat,M030802,經季節性調整的進口貨量指數 (2017年=100),Seasonally adjusted quantum index of imports (Year 2017=100)
HKMDS,202002,T0308,stat,M030803,經季節性調整的整體出口貨值指數 (2017年=100),Seasonally adjusted value index of total exports (Year 2017=100)
HKMDS,202002,T0308,stat,M030804,經季節性調整的整體出口貨量指數 (2017年=100),Seasonally adjusted quantum index of total exports (Year 2017=100)
HKMDS,202002,T0308,stat,M030805,經季節性調整的最近3個月與對上3個月比較的進口貨值變動 [%],Change of seasonally adjusted value of imports of the latest 3-month period over the preceding 3-month period [%]
HKMDS,202002,T0308,stat,M030806,經季節性調整的最近3個月與對上3個月比較的進口貨量變動 [%],Change of seasonally adjusted quantum of imports of the latest 3-month period over the preceding 3-month period [%]
HKMDS,202002,T0308,stat,M030807,經季節性調整的最近3個月與對上3個月比較的整體出口貨值變動 [%],Change of seasonally adjusted value of total exports of the latest 3-month period over the preceding 3-month period [%]
HKMDS,202002,T0308,stat,M030808,經季節性調整的最近3個月與對上3個月比較的整體出口貨量變動 [%],Change of seasonally adjusted quantum of total exports of the latest 3-month period over the preceding 3-month period [%]
HKMDS,202002,T0308,other_info,note_G1,經季節性調整的單位價格指數並沒有製備。,No seasonally adjusted unit value index is compiled.
HKMDS,202002,T0308,other_info,note_G2,經季節性調整的數列可隨着資料更新而作出修訂。在貿易指數方面，當每年12月份的數字發表時，會一併修訂對上3年的經季節性調整數列。,"Seasonally adjusted series may be revised as more data become available.  For trade index numbers, the seasonally adjusted series for the preceding 3 years are revised each year when the figures for December become available."
HKMDS,202002,T0308,other_info,source,政府統計處貿易資料分析組,"Trade Analysis Section, Census and Statistics Department"
HKMDS,202002,T0309,table,T0309,表3.9：涉及外發中國內地加工的貿易,Table 3.9 : Trade involving outward processing in the mainland of China
HKMDS,202002,T0309,stat,M030901,涉及外發加工貿易的估計貨值 [百萬元] - 輸往中國內地的整體出口貨品,Estimated value of outward processing trade [$ million] - Total exports to the mainland of China
HKMDS,202002,T0309,stat,M030902,涉及外發加工貿易的估計貨值 [百萬元] - 從中國內地進口的貨品,Estimated value of outward processing trade [$ million] - Imports from the mainland of China
HKMDS,202002,T0309,stat,M030903,涉及外發加工貿易的估計貨值 [百萬元] - 原產地為中國內地經本港輸往其他地方的轉口貨品,Estimated value of outward processing trade [$ million] - Re-exports of the mainland of China origin to other places
HKMDS,202002,T0309,stat,M030904,涉及外發加工貿易的估計比重 [%] - 輸往中國內地的整體出口貨品,Estimated proportion of outward processing trade [%] - Total exports to the mainland of China
HKMDS,202002,T0309,stat,M030905,涉及外發加工貿易的估計比重 [%] - 從中國內地進口的貨品,Estimated proportion of outward processing trade [%] - Imports from the mainland of China
HKMDS,202002,T0309,stat,M030906,涉及外發加工貿易的估計比重 [%] - 原產地為中國內地經本港輸往其他地方的轉口貨品,Estimated proportion of outward processing trade [%] - Re-exports of the mainland of China origin to other places
HKMDS,202002,T0309,other_info,source,政府統計處外發加工貿易及船務統計組,"Outward Processing and Shipping Statistics Section, Census and Statistics Department"
HKMDS,202002,T0310,table,T0310,表3.10：按服務組成部分劃分的服務輸出及輸入,Table 3.10 : Exports and imports of services by service component
HKMDS,202002,T0310,stat,M031001,服務輸出 [百萬元],Exports of services [$ million]
HKMDS,202002,T0310,stat,M031002,服務輸入 [百萬元],Imports of services [$ million]
HKMDS,202002,T0310,class1,ser_com,服務組成部分,Service component
HKMDS,202002,T0310,class1_code,ser_com_01,運輸,Transport
HKMDS,202002,T0310,class1_code,ser_com_02,旅遊,Travel
HKMDS,202002,T0310,class1_code,ser_com_03,保險及退休金服務,Insurance and pension services
HKMDS,202002,T0310,class1_code,ser_com_04,金融服務,Financial services
HKMDS,202002,T0310,class1_code,ser_com_05,其他服務,Other services
HKMDS,202002,T0310,class1_code,ser_com_06,製造服務,Manufacturing services
HKMDS,202002,T0310,class1_code,ser_com_tt,合計,Total
HKMDS,202002,T0310,note_figure,(@),數字將於日後修訂,Figures are subject to revision later on
HKMDS,202002,T0310,other_info,source,政府統計處國民收入統計科〈一）及服務貿易統計組,"National Income Branch (1) and Trade in Services Statistics Section, Census and Statistics Department"
