product,issue,table,stat,year,period,class1,class1_code,class2,class2_code,class3,class3_code,class4,class4_code,figure,note_figure
HKMDS,202004,T0901,M090101,2017,,,,,,,,,,431442,
HKMDS,202004,T0901,M090101,2018,,,,,,,,,,424620,
HKMDS,202004,T0901,M090101,2019,,,,,,,,,,441350,
HKMDS,202004,T0901,M090101,2018,11,,,,,,,,,423173,
HKMDS,202004,T0901,M090101,2018,12,,,,,,,,,424620,
HKMDS,202004,T0901,M090101,2019,01,,,,,,,,,432107,
HKMDS,202004,T0901,M090101,2019,02,,,,,,,,,434439,
HKMDS,202004,T0901,M090101,2019,03,,,,,,,,,437983,
HKMDS,202004,T0901,M090101,2019,04,,,,,,,,,436411,
HKMDS,202004,T0901,M090101,2019,05,,,,,,,,,437788,
HKMDS,202004,T0901,M090101,2019,06,,,,,,,,,445689,
HKMDS,202004,T0901,M090101,2019,07,,,,,,,,,448441,
HKMDS,202004,T0901,M090101,2019,08,,,,,,,,,432843,
HKMDS,202004,T0901,M090101,2019,09,,,,,,,,,438685,
HKMDS,202004,T0901,M090101,2019,10,,,,,,,,,440633,
HKMDS,202004,T0901,M090101,2019,11,,,,,,,,,434249,
HKMDS,202004,T0901,M090101,2019,12,,,,,,,,,441350,
HKMDS,202004,T0901,M090101,2020,01,,,,,,,,,445682,
HKMDS,202004,T0901,M090102,2017,,,,,,,,,,58200,
HKMDS,202004,T0901,M090102,2018,,,,,,,,,,56719,
HKMDS,202004,T0901,M090102,2019,,,,,,,,,,58841,(#)
HKMDS,202004,T0901,M090102,2018,11,,,,,,,,,56570,
HKMDS,202004,T0901,M090102,2018,12,,,,,,,,,56719,
HKMDS,202004,T0901,M090102,2019,01,,,,,,,,,57692,
HKMDS,202004,T0901,M090102,2019,02,,,,,,,,,57976,
HKMDS,202004,T0901,M090102,2019,03,,,,,,,,,58422,
HKMDS,202004,T0901,M090102,2019,04,,,,,,,,,58185,
HKMDS,202004,T0901,M090102,2019,05,,,,,,,,,58341,
HKMDS,202004,T0901,M090102,2019,06,,,,,,,,,59367,
HKMDS,202004,T0901,M090102,2019,07,,,,,,,,,59742,(#)
HKMDS,202004,T0901,M090102,2019,08,,,,,,,,,57673,(#)
HKMDS,202004,T0901,M090102,2019,09,,,,,,,,,58460,(#)
HKMDS,202004,T0901,M090102,2019,10,,,,,,,,,58728,(#)
HKMDS,202004,T0901,M090102,2019,11,,,,,,,,,57886,(#)
HKMDS,202004,T0901,M090102,2019,12,,,,,,,,,58841,(#)
HKMDS,202004,T0901,M090102,2020,01,,,,,,,,,59419,(#)
HKMDS,202004,T0901,M090103,2017,,,,,,,,,,36.8,
HKMDS,202004,T0901,M090103,2018,,,,,,,,,,33,
HKMDS,202004,T0901,M090103,2019,,,,,,,,,,39.3,(#)
HKMDS,202004,T0901,M090103,2018,11,,,,,,,,,32.5,
HKMDS,202004,T0901,M090103,2018,12,,,,,,,,,33,
HKMDS,202004,T0901,M090103,2019,01,,,,,,,,,34.2,(#)
HKMDS,202004,T0901,M090103,2019,02,,,,,,,,,34.3,(#)
HKMDS,202004,T0901,M090103,2019,03,,,,,,,,,34.5,(#)
HKMDS,202004,T0901,M090103,2019,04,,,,,,,,,34.7,(#)
HKMDS,202004,T0901,M090103,2019,05,,,,,,,,,35.1,(#)
HKMDS,202004,T0901,M090103,2019,06,,,,,,,,,35.7,(#)
HKMDS,202004,T0901,M090103,2019,07,,,,,,,,,36.6,(#)
HKMDS,202004,T0901,M090103,2019,08,,,,,,,,,36.2,(#)
HKMDS,202004,T0901,M090103,2019,09,,,,,,,,,37.4,(#)
HKMDS,202004,T0901,M090103,2019,10,,,,,,,,,38.2,(#)
HKMDS,202004,T0901,M090103,2019,11,,,,,,,,,38.2,(#)
HKMDS,202004,T0901,M090103,2019,12,,,,,,,,,39.3,(#)
HKMDS,202004,T0901,M090103,2020,01,,,,,,,,,39.2,(#)
HKMDS,202004,T0901,M090104,2017,,,,,,,,,,7.2,
HKMDS,202004,T0901,M090104,2018,,,,,,,,,,6.7,
HKMDS,202004,T0901,M090104,2019,,,,,,,,,,6.5,
HKMDS,202004,T0901,M090104,2018,11,,,,,,,,,6.9,
HKMDS,202004,T0901,M090104,2018,12,,,,,,,,,6.7,
HKMDS,202004,T0901,M090104,2019,01,,,,,,,,,6.6,
HKMDS,202004,T0901,M090104,2019,02,,,,,,,,,6.7,
HKMDS,202004,T0901,M090104,2019,03,,,,,,,,,6.7,
HKMDS,202004,T0901,M090104,2019,04,,,,,,,,,6.7,
HKMDS,202004,T0901,M090104,2019,05,,,,,,,,,6.8,
HKMDS,202004,T0901,M090104,2019,06,,,,,,,,,6.8,
HKMDS,202004,T0901,M090104,2019,07,,,,,,,,,6.9,
HKMDS,202004,T0901,M090104,2019,08,,,,,,,,,6.5,
HKMDS,202004,T0901,M090104,2019,09,,,,,,,,,6.7,
HKMDS,202004,T0901,M090104,2019,10,,,,,,,,,6.7,
HKMDS,202004,T0901,M090104,2019,11,,,,,,,,,6.5,
HKMDS,202004,T0901,M090104,2019,12,,,,,,,,,6.5,
HKMDS,202004,T0901,M090104,2020,01,,,,,,,,,6.2,
HKMDS,202004,T0902,M090201,2016-2017,,revenue,revenue_01,,,,,,,206907,
HKMDS,202004,T0902,M090201,2017-2018,,revenue,revenue_01,,,,,,,208729,
