product,issue,table,stat,year,period,class1,class1_code,class2,class2_code,class3,class3_code,class4,class4_code,figure,note_figure
HKMDS,202004,T0501,M050102,,,citem,citem_01,,,,,,,100,
HKMDS,202004,T0501,M050101,2017,,citem,citem_01,,,,,,,104.5,
HKMDS,202004,T0501,M050101,2018,,citem,citem_01,,,,,,,107,
HKMDS,202004,T0501,M050101,2019,,citem,citem_01,,,,,,,110.1,
HKMDS,202004,T0501,M050101,2018,12,citem,citem_01,,,,,,,108.3,
HKMDS,202004,T0501,M050101,2019,01,citem,citem_01,,,,,,,108.1,
HKMDS,202004,T0501,M050101,2019,02,citem,citem_01,,,,,,,109.1,
HKMDS,202004,T0501,M050101,2019,03,citem,citem_01,,,,,,,108.8,
HKMDS,202004,T0501,M050101,2019,04,citem,citem_01,,,,,,,109.6,
HKMDS,202004,T0501,M050101,2019,05,citem,citem_01,,,,,,,109.5,
HKMDS,202004,T0501,M050101,2019,06,citem,citem_01,,,,,,,110.2,
HKMDS,202004,T0501,M050101,2019,07,citem,citem_01,,,,,,,110.7,
HKMDS,202004,T0501,M050101,2019,08,citem,citem_01,,,,,,,110.9,
HKMDS,202004,T0501,M050101,2019,09,citem,citem_01,,,,,,,110.9,
HKMDS,202004,T0501,M050101,2019,10,citem,citem_01,,,,,,,111,
HKMDS,202004,T0501,M050101,2019,11,citem,citem_01,,,,,,,111.1,
HKMDS,202004,T0501,M050101,2019,12,citem,citem_01,,,,,,,111.4,
HKMDS,202004,T0501,M050101,2020,01,citem,citem_01,,,,,,,109.6,
HKMDS,202004,T0501,M050101,2020,02,citem,citem_01,,,,,,,111.5,
HKMDS,202004,T0501,M050102,,,citem,citem_02,,,,,,,27.29,
HKMDS,202004,T0501,M050101,2017,,citem,citem_02,,,,,,,106.7,
HKMDS,202004,T0501,M050101,2018,,citem,citem_02,,,,,,,110.2,
HKMDS,202004,T0501,M050101,2019,,citem,citem_02,,,,,,,115.6,
HKMDS,202004,T0501,M050101,2018,12,citem,citem_02,,,,,,,111.2,
