product,issue,table,category,code,desc_c,desc_e
HKMDS,202012,T0905,class1_code,swcurr_02,外幣 (已扣除外幣掉期存款),Foreign currency (Adjusted to exclude foreign currency swap deposits)
HKMDS,202012,T0905,class1_code,swcurr_tt,總計,Total
HKMDS,202012,T0905,other_info,note_1,(註釋 1) 外幣掉期存款是指顧客在現貨市場購買外幣，然後存入認可機構，但同時立下遠期合約，將該筆外幣「本金加利息」在存款到期時售予認可機構。作為大多數分析用途，這類掉期存款應當作港元存款。,"(note 1) Foreign currency swap deposits are deposits involving customers buying foreign currencies in the spot market and placing them as deposits with authorized institutions, while at the same time entering into a forward contract to sell such foreign currencies (principal plus interest) upon maturity of such deposits.  For most analytical purposes, these should be regarded as Hong Kong Dollar deposits."
HKMDS,202012,T0905,other_info,source,香港金融管理局,Hong Kong Monetary Authority
HKMDS,202012,T0906,table,T0906,表9.6：資產負債表,Table 9.6 : Balance sheet
HKMDS,202012,T0906,stat,M090601,資產負債表 [百萬港元],Balance sheet [HK$ million]
HKMDS,202012,T0906,stat,M090602,已運作的認可機構數目,Number of authorized institutions in operation
HKMDS,202012,T0906,stat,M090603,本地分行數目,Number of local branches
HKMDS,202012,T0906,class1,entr,記賬,Entries
HKMDS,202012,T0906,class1_code,entr_11,資產,Assets
HKMDS,202012,T0906,class1_code,entr_12,負債,Liabilities
HKMDS,202012,T0906,class2,liab,負債類別,Type of liabilities
HKMDS,202012,T0906,class2_code,liab_01,香港銀行同業借款,Amount due to authorized institutions in Hong Kong
HKMDS,202012,T0906,class2_code,liab_02,境外銀行同業借款,Amount due to banks abroad
HKMDS,202012,T0906,class2_code,liab_03,客戶存款 (註釋1),Deposits from customers (note 1)
HKMDS,202012,T0906,class2_code,liab_04,未償還可轉讓存款證,Negotiable certificates of deposit outstanding
HKMDS,202012,T0906,class2_code,liab_05,其他負債,Other liabilities
HKMDS,202012,T0906,class2_code,liab_tt,負債總額,Total liabilities
HKMDS,202012,T0906,class2,asset,資產類別,Type of assets
HKMDS,202012,T0906,class2_code,asset_01,紙幣及硬幣,Notes and coins
HKMDS,202012,T0906,class2_code,asset_02,香港銀行同業貸款,Amount due from authorized institutions in Hong Kong
HKMDS,202012,T0906,class2_code,asset_03,境外銀行同業貸款,Amount due from banks abroad
HKMDS,202012,T0906,class2_code,asset_04,客戶貸款及墊款,Loans and advances to customers
HKMDS,202012,T0906,class2_code,asset_05,可轉讓存款證,Negotiable certificate of deposit held
HKMDS,202012,T0906,class2_code,asset_06,其他可轉讓債務工具(可轉讓存款證除外),Negotiable debt instrument held (other than NCDs)
HKMDS,202012,T0906,class2_code,asset_0601,其他可轉讓債務工具(可轉讓存款證除外) - 政府票據及債券,"Negotiable debt instrument held (other than NCDs) - Government bills, notes and bonds"
HKMDS,202012,T0906,class2_code,asset_0602,其他可轉讓債務工具(可轉讓存款證除外) - 其他債務工具,Negotiable debt instrument held (other than NCDs) - Other debt instruments
HKMDS,202012,T0906,class2_code,asset_07,其他資產,Other assets
HKMDS,202012,T0906,class2_code,asset_tt,資產總額,Total assets
HKMDS,202012,T0906,class3,curr,貨幣,Currency
HKMDS,202012,T0906,class3_code,curr_01,港元,HK Dollar
HKMDS,202012,T0906,class3_code,curr_02,外幣,Foreign currency
HKMDS,202012,T0906,class3_code,curr_tt,總計,Total
HKMDS,202012,T0906,other_info,note_G1,數字指所有認可機構。數字為期末數字。,Figures refer to all authorized institutions.  Figures are as at end of the period.
HKMDS,202012,T0906,other_info,note_G2,認可機構的資產負債表不包括外匯基金發出的負債證明書和銀行相應發行的紙幣。貸款和墊款是指未扣除壞帳準備的數目。,"The balance sheet of authorized institutions excludes certificates of indebtedness issued by the Exchange Fund, and the counterpart bank notes issued.  Loans and advances refer to the position before provision for bad debts."
HKMDS,202012,T0906,other_info,note_1,(註釋 1) 所列數字並未就外幣掉期存款作出調整，調整後的數字刊於表9.5。,(note 1) Unadjusted for foreign currency swap deposits.  Adjusted figures are published in Table 9.5.
HKMDS,202012,T0906,other_info,source,香港金融管理局,Hong Kong Monetary Authority
HKMDS,202012,T0907,table,T0907,表9.7：按用途劃分的貸款及墊款,Table 9.7 : Loans and advances by type
HKMDS,202012,T0907,stat,M090701,貸款及墊款 (期末數字) [百萬港元],Loans and advances (as at end of period) [HK$ million]
HKMDS,202012,T0907,class1,loan,貸款及墊款類別,Type of loans and advances
HKMDS,202012,T0907,class1_code,loan_01,香港貨物的出入口及轉口融資,To finance imports to and exports and re-exports from Hong Kong
HKMDS,202012,T0907,class1_code,loan_02,香港境外的商品貿易融資,To finance merchandising trade not touching Hong Kong
HKMDS,202012,T0907,class1_code,loan_03,在香港使用的貸款 (註釋 1),Loans and advances for use in Hong Kong (note 1)
HKMDS,202012,T0907,class1_code,loan_04,其他在香港境外使用的貸款,Other loans for use outside Hong Kong
HKMDS,202012,T0907,class1_code,loan_05,其他使用地區不明確的貸款,Other loans where the place of use is not known
HKMDS,202012,T0907,class1_code,loan_tt,貸款及墊款總額,Total loans and advances
HKMDS,202012,T0907,class2,curr,貨幣,Currency
HKMDS,202012,T0907,class2_code,curr_01,港元,HK Dollar
HKMDS,202012,T0907,class2_code,curr_02,外幣,Foreign currency
HKMDS,202012,T0907,class2_code,curr_tt,總計,Total
HKMDS,202012,T0907,other_info,note_G1,數字指所有認可機構。,Figures refer to all authorized institutions.
HKMDS,202012,T0907,other_info,note_G2,由2018年12月開始，在香港／在香港境外使用的貸款的數字已作出重列，以反映認可機構將營運資金貸款重新分類。由於並無2018年12月以前的重新分類貸款數據，因此，2018年12月或以後的數字不能與較早前的數字作直接比較。,"Starting from December 2018, the figures for loans for use in/outside Hong Kong have been restated to reflect authorized institutions' reclassification of working capital loans. As reclassified loan data before December 2018 are not available, figures from December 2018 onwards are not directly comparable to earlier figures."
HKMDS,202012,T0907,other_info,note_1,(註釋 1) 在香港使用的貸款是指對香港的經濟活動有直接影響的貸款。這一般視乎該筆貸款是否由香港提供或在香港支付，以及客戶的主要業務所在地而定。,"(note 1) Loans and advances for use in Hong Kong refer to loans that have direct impact on the level of economic activity in Hong Kong.  This is usually determined by whether the loan is made available or disbursed in Hong Kong, and by the principal business location of the customer."
HKMDS,202012,T0907,other_info,source,香港金融管理局,Hong Kong Monetary Authority
HKMDS,202012,T0908,table,T0908,表9.8：按經濟行業劃分在香港使用的貸款及墊款,Table 9.8 : Loans and advances for use in Hong Kong by economic esector
HKMDS,202012,T0908,stat,M090801,在香港使用的貸款及墊款 (季末數字) [百萬港元],Loans and advances for use in Hong Kong (as at end of quarter) [HK$ million]
HKMDS,202012,T0908,class1,esector,經濟行業,Economic esector
HKMDS,202012,T0908,class1_code,esector_01,製造業,Manufacturing
HKMDS,202012,T0908,class1_code,esector_02,運輸及運輸設備,Transport and transport equipment
HKMDS,202012,T0908,class1_code,esector_03,電力及氣體燃料,Electricity and gas
HKMDS,202012,T0908,class1_code,esector_04,康樂活動,Recreational activities
HKMDS,202012,T0908,class1_code,esector_05,資訊科技,Information technology
HKMDS,202012,T0908,class1_code,esector_06,建造業、物業發展及投資,"Building and construction, property development and investment"
HKMDS,202012,T0908,class1_code,esector_0601,建造業、物業發展及投資 - 物業發展及投資,"Building and construction, property development and investment - Property development and investment"
HKMDS,202012,T0908,class1_code,esector_060101,建造業、物業發展及投資 - 物業發展及投資 - 工業,"Building and construction, property development and investment - Property development and investment - Industrial"
HKMDS,202012,T0908,class1_code,esector_060102,建造業、物業發展及投資 - 物業發展及投資 - 住宅,"Building and construction, property development and investment - Property development and investment - Residential"
HKMDS,202012,T0908,class1_code,esector_060103,建造業、物業發展及投資 - 物業發展及投資 - 商業,"Building and construction, property development and investment - Property development and investment - Commercial"
HKMDS,202012,T0908,class1_code,esector_060104,建造業、物業發展及投資 - 物業發展及投資 - 其他物業,"Building and construction, property development and investment - Property development and investment - Other properties"
HKMDS,202012,T0908,class1_code,esector_0602,建造業、物業發展及投資 - 其他,"Building and construction, property development and investment - Others"
HKMDS,202012,T0908,class1_code,esector_07,批發及零售業,Wholesale and retail trade
HKMDS,202012,T0908,class1_code,esector_08,其他經濟行業,Miscellaneous
HKMDS,202012,T0908,class1_code,esector_0801,其他經濟行業 - 酒店、旅舍及飲食業,"Miscellaneous - Hotels, boarding houses and catering"
HKMDS,202012,T0908,class1_code,esector_0802,其他經濟行業 - 與財務及金融有關公司,Miscellaneous - Financial concerns
HKMDS,202012,T0908,class1_code,esector_0803,其他經濟行業 - 證券經紀,Miscellaneous - Stockbrokers
HKMDS,202012,T0908,class1_code,esector_0804,其他經濟行業 - 專業人士及個人,Miscellaneous - Professionals and private individuals
HKMDS,202012,T0908,class1_code,esector_080401,其他經濟行業 - 專業人士及個人 - 購買「居者有其屋計劃」、「私人機構參建居屋計劃」及「租者置其屋計劃」單位,"Miscellaneous - Professionals and private individuals - For the purchase of flats in ""Home Ownership Scheme"", ""Private esector Participation Scheme"" and ""Tenants Purchase Scheme"""
HKMDS,202012,T0908,class1_code,esector_080402,其他經濟行業 - 專業人士及個人 - 購買其他住宅樓宇,Miscellaneous - Professionals and private individuals - For the purchase of other residential properties
HKMDS,202012,T0908,class1_code,esector_080403,其他經濟行業 - 專業人士及個人 - 信用卡墊款,Miscellaneous - Professionals and private individuals - For credit card advances
HKMDS,202012,T0908,class1_code,esector_080404,其他經濟行業 - 專業人士及個人 - 其他商業用途,Miscellaneous - Professionals and private individuals - For other business purposes
HKMDS,202012,T0908,class1_code,esector_080405,其他經濟行業 - 專業人士及個人 - 其他私人用途,Miscellaneous - Professionals and private individuals - For other private purposes
HKMDS,202012,T0908,class1_code,esector_0805,其他經濟行業 - 其他,Miscellaneous - All others
HKMDS,202012,T0908,other_info,note_G1,數字指所有認可機構。,Figures refer to all authorized institutions.
HKMDS,202012,T0908,other_info,note_G2,貸款是按用途分類，但不包括貿易融資貸款。,A loan is classified according to its usage.  Loans for trade financing are excluded.
HKMDS,202012,T0908,other_info,note_G3,部分貸款及墊款數字經過重新分類，因此數字不能直接和前數季的數字比較。,"Some loans have been reclassified.  As such, the figures are not strictly comparable with those of previous quarters."
HKMDS,202012,T0908,other_info,source,香港金融管理局,Hong Kong Monetary Authority
HKMDS,202012,T0909,table,T0909,表9.9：對其他認可機構的負債,Table 9.9 : Liabilities due to other authorized institutions
HKMDS,202012,T0909,stat,M090901,對其他認可機構的負債 (期末數字) [百萬港元],Liabilities due to other authorized institutions (as at end of period) [HK$ million]
HKMDS,202012,T0909,class1,ailia,對其他認可機構的負債類別,Type of liabilities due to other authorized institutions [HK$ million]
HKMDS,202012,T0909,class1_code,ailia_01,即期及通知存款,Payable on demand and money at call
HKMDS,202012,T0909,class1_code,ailia_02,3個月內償還或提取的存款,Repayable or callable within 3 months
HKMDS,202012,T0909,class1_code,ailia_03,超過3個月償還或提取的存款,Repayable or callable later than 3 months
HKMDS,202012,T0909,class1_code,ailia_tt,總計,Total liabilities
HKMDS,202012,T0909,class2,curr,貨幣,Currency
HKMDS,202012,T0909,class2_code,curr_01,港元,HK Dollar
HKMDS,202012,T0909,class2_code,curr_02,外幣,Foreign currency
HKMDS,202012,T0909,class2_code,curr_tt,總計,Total
HKMDS,202012,T0909,other_info,note_G1,數字指所有認可機構。,Figures refer to all authorized institutions.
HKMDS,202012,T0909,other_info,source,香港金融管理局,Hong Kong Monetary Authority
HKMDS,202012,T0910,table,T0910,表9.10：外匯頭寸,Table 9.10 : Foreign currency positions
HKMDS,202012,T0910,stat,M091001,現貨資產 (期末數字) [百萬港元],Spot assets (as at end of period) [HK$ million]
HKMDS,202012,T0910,stat,M091002,遠期買入額 (期末數字) [百萬港元],Forward purchases (as at end of period) [HK$ million]
HKMDS,202012,T0910,stat,M091003,現貨負債 (期末數字) [百萬港元],Spot liabilities (as at end of period) [HK$ million]
HKMDS,202012,T0910,stat,M091004,遠期沽出額 (期末數字) [百萬港元],Forward sales (as at end of period) [HK$ million]
HKMDS,202012,T0910,stat,M091005,現貨未平倉淨額 (期末數字) [百萬港元],Net spot position (as at end of period) [HK$ million]
HKMDS,202012,T0910,stat,M091006,遠期未平倉淨額 (期末數字) [百萬港元],Net forward position (as at end of period) [HK$ million]
HKMDS,202012,T0910,stat,M091007,未平倉淨額 (期末數字) [百萬港元],Open position (as at end of period) [HK$ million]
HKMDS,202012,T0910,other_info,note_G1,數字指所有認可機構。,Figures refer to all authorized institutions.
HKMDS,202012,T0910,other_info,note_G2,(+) 代表淨資產。,(+) Denotes net assets.
HKMDS,202012,T0910,other_info,note_G3,(-) 代表淨負債。,(-) Denotes net liabilities.
HKMDS,202012,T0910,other_info,source,香港金融管理局,Hong Kong Monetary Authority
HKMDS,202012,T0911,table,T0911,表9.11：對外負債及債權,Table 9.11 : External liabilities and claims
HKMDS,202012,T0911,stat,M091101,對香港境外銀行所負債務 (期末數字) [百萬港元],Liabilities to banks outside Hong Kong (as at end of period) [HK$ million]
HKMDS,202012,T0911,stat,M091102,對香港境外銀行所持債權 (期末數字) [百萬港元],Claims on banks outside Hong Kong (as at end of period) [HK$ million]
HKMDS,202012,T0911,stat,M091103,對香港境外非銀行客戶所負債務 (期末數字) [百萬港元],Liabilities to non-bank customers outside Hong Kong (as at end of period) [HK$ million]
HKMDS,202012,T0911,stat,M091104,對香港境外非銀行客戶所持債權 (期末數字) [百萬港元],Claims on non-bank customers outside Hong Kong (as at end of period) [HK$ million]
HKMDS,202012,T0911,class1,curr,貨幣,Currency
HKMDS,202012,T0911,class1_code,curr_01,港元,HK Dollar
HKMDS,202012,T0911,class1_code,curr_02,外幣,Foreign currency
HKMDS,202012,T0911,other_info,note_G1,數字指所有認可機構。,Figures refer to all authorized institutions.
HKMDS,202012,T0911,other_info,source,香港金融管理局,Hong Kong Monetary Authority
HKMDS,202012,T0912,table,T0912,表9.12：港元利率,Table 9.12 : Hong Kong Dollar interest rates
HKMDS,202012,T0912,stat,M091201,港元利率 (期內平均數字) [年率 (%)],Hong Kong Dollar interest rates (Period average figures) [Percent per annum (%)]
HKMDS,202012,T0912,class1,intrate,利率,Interest rate
HKMDS,202012,T0912,class1_code,intrate_01,少於10萬港元的定期存款利率 (註釋 1),"Time deposit rates on deposits of less than HK$100,000 (note 1)"
HKMDS,202012,T0912,class1_code,intrate_02,少於10萬港元的儲蓄存款利率 (註釋 1),"Savings deposit rate on deposits of less than HK$100,000 (note 1)"
HKMDS,202012,T0912,class1_code,intrate_03,最優惠貸款利率 (註釋 2),Best Lending Rate (note 2)
HKMDS,202012,T0912,class2,period,時期,Period
HKMDS,202012,T0912,class2_code,period_02,1星期,1 week
HKMDS,202012,T0912,class2_code,period_03,1個月,1 month
HKMDS,202012,T0912,class2_code,period_04,3個月,3 months
HKMDS,202012,T0912,class2_code,period_05,6個月,6 months
HKMDS,202012,T0912,class2_code,period_06,12個月,12 months
HKMDS,202012,T0912,other_info,note_1,(註釋 1) 在取消《利率規則》後，定期存款及儲蓄存款的平均利率是根據主要持牌銀行所報的利率編製。在計算平均利率時，掉期存款利率同樣被視為港元定期存款利率。,(note 1) The average interest rates for time deposits and savings deposits are compiled based on the interest rates quoted by major licensed banks after the deregulation of the Interest Rate Rules.  Swap deposit rates are also regarded as Hong Kong Dollar time deposit rates in computing the average.
HKMDS,202012,T0912,other_info,note_2,(註釋 2) 最優惠貸款利率是指香港上海滙豐銀行有限公司所報的利率。,(note 2) Best Lending Rate refers to the rate quoted by the Hongkong and Shanghai Banking Corporation Limited.
HKMDS,202012,T0912,other_info,source,香港金融管理局,Hong Kong Monetary Authority
HKMDS,202012,T0913,table,T0913,表9.13：港元利息結算率及票據交換,Table 9.13 : Hong Kong Dollar Interest Settlement Rates and clearing house transactions
HKMDS,202012,T0913,stat,M091301,港元利息結算率 (期末息率) (註釋 1) [年率],Hong Kong Dollar Interest Settlement Rates (Rates at end of period) (note 1) [percent per annum]
HKMDS,202012,T0913,stat,M091302,票據交換數目 (只包括港元結算成交數據) [以千張計],Articles cleared by clearing house (refers to Hong Kong Dollar clearing transaction only) - Items [thousand]
HKMDS,202012,T0913,stat,M091303,票據交換數額 (只包括港元結算成交數據) [百萬港元],Articles cleared by clearing house (refers to Hong Kong Dollar clearing transaction only) - Value [HK$ million]
HKMDS,202012,T0913,class1,period,時期,Period
HKMDS,202012,T0913,class1_code,period_01,隔夜,Overnight
HKMDS,202012,T0913,class1_code,period_02,1星期,1 week
HKMDS,202012,T0913,class1_code,period_03,1個月,1 month
HKMDS,202012,T0913,class1_code,period_04,3個月,3 months
HKMDS,202012,T0913,class1_code,period_05,6個月,6 months
HKMDS,202012,T0913,other_info,note_1,(註釋 1) 港元利息結算率由香港銀行公會提供及擁有。每日港元利息結算率是根據香港銀行公會港元利率套戥協議條款，按香港銀行同業市場港元存款的市場利率來釐定。香港銀行公會一般會在每個營業日（星期六除外）早上11時15分在其網站上發布該天港元利息結算率，並以香港銀行公會指定的12至20間參考銀行所提供的報價資料作為釐定基礎。計算方法是從參考銀行的報價中剔除最高與最低各三個報價，然後取其平均數。,"(note 1) The Hong Kong Association of Banks (HKAB) is the source and owner of the Hong Kong Dollar (HKD) Interest Settlement Rates.  As part of the HKAB forward rate agreement terms, daily HKD Interest Settlement Rates are fixed by reference to market rates for HKD deposits in the Hong Kong interbank market.  These fixings are usually released on the website of the HKAB each business day (excluding Saturdays) at 11:15 a.m., on the basis of quotations provided by 12 to 20 banks designated by the HKAB.  The HKD Interest Settlement Rates are calculated by averaging the middle quotes after excluding the highest three quotes and lowest three quotes received from the reference banks."
HKMDS,202012,T0913,other_info,source,香港金融管理局；香港銀行同業結算有限公司,Hong Kong Monetary Authority; Hong Kong Interbank Clearing Limited
HKMDS,202012,T0914,table,T0914,表9.14：外幣兌換率及港匯指數,Table 9.14 : Exchange rates and the Effective Exchange Rate Indices
HKMDS,202012,T0914,stat,M091401,外幣兌換率 (每單位外幣兌換港元),Exchange rates (HK Dollar per unit of foreign currency)
HKMDS,202012,T0914,stat,M091402,港匯指數 (2010年1月=100) - 貿易總值 (進口及整體出口) 加權,Effective Exchange Rate Indices for HK Dollar (January 2010 = 100) - Trade (import and export)-weighted
HKMDS,202012,T0914,stat,M091403,港匯指數 (2010年1月=100) - 進口貨值加權,Effective Exchange Rate Indices for HK Dollar (January 2010 = 100) - Import-weighted
HKMDS,202012,T0914,stat,M091404,港匯指數 (2010年1月=100) - 整體出口貨值加權,Effective Exchange Rate Indices for HK Dollar (January 2010 = 100) - Export-weighted
HKMDS,202012,T0914,class1,forcur,外幣,Foreign currency
HKMDS,202012,T0914,class1_code,forcur_01,澳元,Australian Dollar
HKMDS,202012,T0914,class1_code,forcur_02,加拿大元,Canadian Dollar
HKMDS,202012,T0914,class1_code,forcur_03,印度盧比,Indian Rupee
HKMDS,202012,T0914,class1_code,forcur_04,日圓,Japanese Yen
HKMDS,202012,T0914,class1_code,forcur_05,南韓圓,Korean Won
HKMDS,202012,T0914,class1_code,forcur_06,馬來西亞元,Malaysia Ringgit
HKMDS,202012,T0914,class1_code,forcur_07,新台幣,New Taiwan Dollar
HKMDS,202012,T0914,class1_code,forcur_08,菲律賓披索,Philippine Peso
HKMDS,202012,T0914,class1_code,forcur_09,英鎊,Pound Sterling
HKMDS,202012,T0914,class1_code,forcur_10,新加坡元,Singapore Dollar
HKMDS,202012,T0914,class1_code,forcur_11,瑞士法郎,Swiss Franc
HKMDS,202012,T0914,class1_code,forcur_12,泰銖,Thai Baht
HKMDS,202012,T0914,class1_code,forcur_13,美元,U.S. Dollar
HKMDS,202012,T0914,class1_code,forcur_14,歐元,Euro
HKMDS,202012,T0914,class1_code,forcur_15,人民幣,Chinese Renminbi
HKMDS,202012,T0914,class1_code,forcur_16,特別提款權,Special Drawing Right
HKMDS,202012,T0914,other_info,note_G1,數字是指期內每日收市中間價的平均值。除新台幣及菲律賓披索的數字是現鈔價外，其餘的均為電匯價。,Figures are the averages of the daily closing middle-market rates for the respective period.  They are telegraphic transfer rates except those for the New Taiwan Dollar and Philippine Peso which are notes rates.
HKMDS,202012,T0914,other_info,source,香港金融管理局；政府統計處貿易資料分析組,"Hong Kong Monetary Authority; Trade Analysis Section, Census and Statistics Department"
