product,issue,table,stat,year,period,class1,class1_code,class2,class2_code,class3,class3_code,class4,class4_code,figure,note_figure
HKMDS,202011,T0601,M060101,2017,,ipind,ipind_0101,,,,,,,107,
HKMDS,202011,T0601,M060101,2018,,ipind,ipind_0101,,,,,,,110.3,
HKMDS,202011,T0601,M060101,2019,,ipind,ipind_0101,,,,,,,111,
HKMDS,202011,T0601,M060101,2019,   4 -   6,ipind,ipind_0101,,,,,,,110.1,
HKMDS,202011,T0601,M060101,2019,   7 -   9,ipind,ipind_0101,,,,,,,124.6,
HKMDS,202011,T0601,M060101,2019, 10 - 12,ipind,ipind_0101,,,,,,,108.9,
HKMDS,202011,T0601,M060101,2020,   1 -   3,ipind,ipind_0101,,,,,,,90.1,
HKMDS,202011,T0601,M060101,2020,   4 -   6,ipind,ipind_0101,,,,,,,97.2,
HKMDS,202011,T0601,M060101,2017,,ipind,ipind_0102,,,,,,,91.5,
HKMDS,202011,T0601,M060101,2018,,ipind,ipind_0102,,,,,,,90.5,
HKMDS,202011,T0601,M060101,2019,,ipind,ipind_0102,,,,,,,91,
HKMDS,202011,T0601,M060101,2019,   4 -   6,ipind,ipind_0102,,,,,,,96,
HKMDS,202011,T0601,M060101,2019,   7 -   9,ipind,ipind_0102,,,,,,,100.9,
HKMDS,202011,T0601,M060101,2019, 10 - 12,ipind,ipind_0102,,,,,,,95.2,
HKMDS,202011,T0601,M060101,2020,   1 -   3,ipind,ipind_0102,,,,,,,72.5,
HKMDS,202011,T0601,M060101,2020,   4 -   6,ipind,ipind_0102,,,,,,,91.7,
HKMDS,202011,T0601,M060101,2017,,ipind,ipind_0103,,,,,,,98.6,
HKMDS,202011,T0601,M060101,2018,,ipind,ipind_0103,,,,,,,98.2,
HKMDS,202011,T0601,M060101,2019,,ipind,ipind_0103,,,,,,,97.2,
HKMDS,202011,T0601,M060101,2019,   4 -   6,ipind,ipind_0103,,,,,,,96.9,
HKMDS,202011,T0601,M060101,2019,   7 -   9,ipind,ipind_0103,,,,,,,90.6,
HKMDS,202011,T0601,M060101,2019, 10 - 12,ipind,ipind_0103,,,,,,,107.1,
HKMDS,202011,T0601,M060101,2020,   1 -   3,ipind,ipind_0103,,,,,,,90.3,
HKMDS,202011,T0601,M060101,2020,   4 -   6,ipind,ipind_0103,,,,,,,92.5,
HKMDS,202011,T0601,M060101,2017,,ipind,ipind_0104,,,,,,,98.2,
HKMDS,202011,T0601,M060101,2018,,ipind,ipind_0104,,,,,,,96.4,
HKMDS,202011,T0601,M060101,2019,,ipind,ipind_0104,,,,,,,95,
HKMDS,202011,T0601,M060101,2019,   4 -   6,ipind,ipind_0104,,,,,,,99.2,
HKMDS,202011,T0601,M060101,2019,   7 -   9,ipind,ipind_0104,,,,,,,102.5,
HKMDS,202011,T0601,M060101,2019, 10 - 12,ipind,ipind_0104,,,,,,,91.4,
HKMDS,202011,T0601,M060101,2020,   1 -   3,ipind,ipind_0104,,,,,,,84.6,
HKMDS,202011,T0601,M060101,2020,   4 -   6,ipind,ipind_0104,,,,,,,103.2,
HKMDS,202011,T0601,M060101,2017,,ipind,ipind_0105,,,,,,,96.9,
HKMDS,202011,T0601,M060101,2018,,ipind,ipind_0105,,,,,,,98.2,
HKMDS,202011,T0601,M060101,2019,,ipind,ipind_0105,,,,,,,99.2,
HKMDS,202011,T0601,M060101,2019,   4 -   6,ipind,ipind_0105,,,,,,,99.4,
HKMDS,202011,T0601,M060101,2019,   7 -   9,ipind,ipind_0105,,,,,,,100.1,
HKMDS,202011,T0601,M060101,2019, 10 - 12,ipind,ipind_0105,,,,,,,100.5,
HKMDS,202011,T0601,M060101,2020,   1 -   3,ipind,ipind_0105,,,,,,,95,
HKMDS,202011,T0601,M060101,2020,   4 -   6,ipind,ipind_0105,,,,,,,97,
HKMDS,202011,T0601,M060101,2017,,ipind,ipind_01tt,,,,,,,100,
HKMDS,202011,T0601,M060101,2018,,ipind,ipind_01tt,,,,,,,101.3,
HKMDS,202011,T0601,M060101,2019,,ipind,ipind_01tt,,,,,,,101.7,
HKMDS,202011,T0601,M060101,2019,   4 -   6,ipind,ipind_01tt,,,,,,,102.1,
HKMDS,202011,T0601,M060101,2019,   7 -   9,ipind,ipind_01tt,,,,,,,106.6,
HKMDS,202011,T0601,M060101,2019, 10 - 12,ipind,ipind_01tt,,,,,,,102.6,
HKMDS,202011,T0601,M060101,2020,   1 -   3,ipind,ipind_01tt,,,,,,,91.1,
HKMDS,202011,T0601,M060101,2020,   4 -   6,ipind,ipind_01tt,,,,,,,96.9,
HKMDS,202011,T0601,M060101,2017,,ipind,ipind_02,,,,,,,104.2,
HKMDS,202011,T0601,M060101,2018,,ipind,ipind_02,,,,,,,107.6,
HKMDS,202011,T0601,M060101,2019,,ipind,ipind_02,,,,,,,106.8,
HKMDS,202011,T0601,M060101,2019,   4 -   6,ipind,ipind_02,,,,,,,108.2,
HKMDS,202011,T0601,M060101,2019,   7 -   9,ipind,ipind_02,,,,,,,105.5,
HKMDS,202011,T0601,M060101,2019, 10 - 12,ipind,ipind_02,,,,,,,109.1,
HKMDS,202011,T0601,M060101,2020,   1 -   3,ipind,ipind_02,,,,,,,105.7,
HKMDS,202011,T0601,M060101,2020,   4 -   6,ipind,ipind_02,,,,,,,105.6,
HKMDS,202011,T0602,M060201,2018,   7  -   9,,,,,,,,,-0.4,
HKMDS,202011,T0602,M060201,2018, 10  - 12,,,,,,,,,0.1,
HKMDS,202011,T0602,M060201,2019,   1  -   3,,,,,,,,,1.1,
HKMDS,202011,T0602,M060201,2019,   4  -   6,,,,,,,,,-0.7,
HKMDS,202011,T0602,M060201,2019,   7  -   9,,,,,,,,,§,
HKMDS,202011,T0602,M060201,2019, 10  - 12,,,,,,,,,-0.8,
HKMDS,202011,T0602,M060201,2020,   1  -   3,,,,,,,,,-3.6,
HKMDS,202011,T0602,M060201,2020,   4  -   6,,,,,,,,,-0.8,
HKMDS,202011,T0603,M060301,2017,,,,,,,,,,914351,
HKMDS,202011,T0603,M060301,2018,,,,,,,,,,2047282,
HKMDS,202011,T0603,M060301,2019,,,,,,,,,,2769454,
HKMDS,202011,T0603,M060301,2019,07,,,,,,,,,222784,
HKMDS,202011,T0603,M060301,2019,08,,,,,,,,,234597,
HKMDS,202011,T0603,M060301,2019,09,,,,,,,,,216292,
HKMDS,202011,T0603,M060301,2019,10,,,,,,,,,239809,
HKMDS,202011,T0603,M060301,2019,11,,,,,,,,,262771,
HKMDS,202011,T0603,M060301,2019,12,,,,,,,,,336194,
HKMDS,202011,T0603,M060301,2020,01,,,,,,,,,228715,
HKMDS,202011,T0603,M060301,2020,02,,,,,,,,,213069,
HKMDS,202011,T0603,M060301,2020,03,,,,,,,,,318528,
HKMDS,202011,T0603,M060301,2020,04,,,,,,,,,249622,
HKMDS,202011,T0603,M060301,2020,05,,,,,,,,,221097,
HKMDS,202011,T0603,M060301,2020,06,,,,,,,,,214555,
HKMDS,202011,T0603,M060301,2020,07,,,,,,,,,222093,
HKMDS,202011,T0603,M060301,2020,08,,,,,,,,,175662,
HKMDS,202011,T0603,M060301,2020,09,,,,,,,,,191835,
HKMDS,202011,T0604,M060401,2017,,cwloc,cwloc_01,site,site_01,,,,,106056,
HKMDS,202011,T0604,M060401,2018,,cwloc,cwloc_01,site,site_01,,,,,104863,
HKMDS,202011,T0604,M060401,2019,,cwloc,cwloc_01,site,site_01,,,,,97890,
HKMDS,202011,T0604,M060401,2019,   4 -   6,cwloc,cwloc_01,site,site_01,,,,,25834,
HKMDS,202011,T0604,M060401,2019,   7 -   9,cwloc,cwloc_01,site,site_01,,,,,22866,
HKMDS,202011,T0604,M060401,2019, 10 - 12,cwloc,cwloc_01,site,site_01,,,,,26573,
HKMDS,202011,T0604,M060401,2020,   1 -   3,cwloc,cwloc_01,site,site_01,,,,,20475,
HKMDS,202011,T0604,M060401,2020,   4 -   6,cwloc,cwloc_01,site,site_01,,,,,19161,(#)
HKMDS,202011,T0604,M060401,2017,,cwloc,cwloc_01,site,site_02,,,,,56744,
HKMDS,202011,T0604,M060401,2018,,cwloc,cwloc_01,site,site_02,,,,,46545,
HKMDS,202011,T0604,M060401,2019,,cwloc,cwloc_01,site,site_02,,,,,38092,
HKMDS,202011,T0604,M060401,2019,   4 -   6,cwloc,cwloc_01,site,site_02,,,,,7790,
HKMDS,202011,T0604,M060401,2019,   7 -   9,cwloc,cwloc_01,site,site_02,,,,,10355,
HKMDS,202011,T0604,M060401,2019, 10 - 12,cwloc,cwloc_01,site,site_02,,,,,10644,
HKMDS,202011,T0604,M060401,2020,   1 -   3,cwloc,cwloc_01,site,site_02,,,,,11255,
HKMDS,202011,T0604,M060401,2020,   4 -   6,cwloc,cwloc_01,site,site_02,,,,,11337,(#)
HKMDS,202011,T0604,M060401,2017,,cwloc,cwloc_01,site,site_tt,,,,,162800,
HKMDS,202011,T0604,M060401,2018,,cwloc,cwloc_01,site,site_tt,,,,,151408,
HKMDS,202011,T0604,M060401,2019,,cwloc,cwloc_01,site,site_tt,,,,,135982,
