product,issue,table,stat,year,period,class1,class1_code,class2,class2_code,class3,class3_code,class4,class4_code,figure,note_figure
HKMDS,202003,T0901,M090101,2017,,,,,,,,,,431442,
HKMDS,202003,T0901,M090101,2018,,,,,,,,,,424620,
HKMDS,202003,T0901,M090101,2019,,,,,,,,,,441350,
HKMDS,202003,T0901,M090101,2018,10,,,,,,,,,423167,
HKMDS,202003,T0901,M090101,2018,11,,,,,,,,,423173,
HKMDS,202003,T0901,M090101,2018,12,,,,,,,,,424620,
HKMDS,202003,T0901,M090101,2019,01,,,,,,,,,432107,
HKMDS,202003,T0901,M090101,2019,02,,,,,,,,,434439,
HKMDS,202003,T0901,M090101,2019,03,,,,,,,,,437983,
HKMDS,202003,T0901,M090101,2019,04,,,,,,,,,436411,
HKMDS,202003,T0901,M090101,2019,05,,,,,,,,,437788,
HKMDS,202003,T0901,M090101,2019,06,,,,,,,,,445689,
HKMDS,202003,T0901,M090101,2019,07,,,,,,,,,448441,
HKMDS,202003,T0901,M090101,2019,08,,,,,,,,,432843,
HKMDS,202003,T0901,M090101,2019,09,,,,,,,,,438685,
HKMDS,202003,T0901,M090101,2019,10,,,,,,,,,440633,
HKMDS,202003,T0901,M090101,2019,11,,,,,,,,,434249,
HKMDS,202003,T0901,M090101,2019,12,,,,,,,,,441350,
HKMDS,202003,T0901,M090102,2017,,,,,,,,,,58200,
HKMDS,202003,T0901,M090102,2018,,,,,,,,,,56719,
HKMDS,202003,T0901,M090102,2019,,,,,,,,,,58658,(#)
HKMDS,202003,T0901,M090102,2018,10,,,,,,,,,56614,
HKMDS,202003,T0901,M090102,2018,11,,,,,,,,,56570,
HKMDS,202003,T0901,M090102,2018,12,,,,,,,,,56719,
HKMDS,202003,T0901,M090102,2019,01,,,,,,,,,57671,(#)
HKMDS,202003,T0901,M090102,2019,02,,,,,,,,,57933,(#)
HKMDS,202003,T0901,M090102,2019,03,,,,,,,,,58357,(#)
HKMDS,202003,T0901,M090102,2019,04,,,,,,,,,58099,(#)
HKMDS,202003,T0901,M090102,2019,05,,,,,,,,,58233,(#)
HKMDS,202003,T0901,M090102,2019,06,,,,,,,,,59235,(#)
HKMDS,202003,T0901,M090102,2019,07,,,,,,,,,59601,(#)
HKMDS,202003,T0901,M090102,2019,08,,,,,,,,,57528,(#)
HKMDS,202003,T0901,M090102,2019,09,,,,,,,,,58304,(#)
HKMDS,202003,T0901,M090102,2019,10,,,,,,,,,58563,(#)
HKMDS,202003,T0901,M090102,2019,11,,,,,,,,,57714,(#)
HKMDS,202003,T0901,M090102,2019,12,,,,,,,,,58658,(#)
HKMDS,202003,T0901,M090103,2017,,,,,,,,,,36.8,
HKMDS,202003,T0901,M090103,2018,,,,,,,,,,33,
HKMDS,202003,T0901,M090103,2019,,,,,,,,,,39.3,(#)
HKMDS,202003,T0901,M090103,2018,10,,,,,,,,,32.7,
HKMDS,202003,T0901,M090103,2018,11,,,,,,,,,32.5,
HKMDS,202003,T0901,M090103,2018,12,,,,,,,,,33,
HKMDS,202003,T0901,M090103,2019,01,,,,,,,,,34.2,(#)
HKMDS,202003,T0901,M090103,2019,02,,,,,,,,,34.3,(#)
HKMDS,202003,T0901,M090103,2019,03,,,,,,,,,34.5,(#)
HKMDS,202003,T0901,M090103,2019,04,,,,,,,,,34.7,(#)
HKMDS,202003,T0901,M090103,2019,05,,,,,,,,,35.1,(#)
HKMDS,202003,T0901,M090103,2019,06,,,,,,,,,35.7,(#)
HKMDS,202003,T0901,M090103,2019,07,,,,,,,,,36.6,(#)
HKMDS,202003,T0901,M090103,2019,08,,,,,,,,,36.2,(#)
HKMDS,202003,T0901,M090103,2019,09,,,,,,,,,37.4,(#)
HKMDS,202003,T0901,M090103,2019,10,,,,,,,,,38.2,(#)
HKMDS,202003,T0901,M090103,2019,11,,,,,,,,,38.2,(#)
HKMDS,202003,T0901,M090103,2019,12,,,,,,,,,39.3,(#)
HKMDS,202003,T0901,M090104,2017,,,,,,,,,,7.2,
HKMDS,202003,T0901,M090104,2018,,,,,,,,,,6.7,
HKMDS,202003,T0901,M090104,2019,,,,,,,,,,6.5,
HKMDS,202003,T0901,M090104,2018,10,,,,,,,,,6.9,
HKMDS,202003,T0901,M090104,2018,11,,,,,,,,,6.9,
HKMDS,202003,T0901,M090104,2018,12,,,,,,,,,6.7,
HKMDS,202003,T0901,M090104,2019,01,,,,,,,,,6.6,
HKMDS,202003,T0901,M090104,2019,02,,,,,,,,,6.7,
HKMDS,202003,T0901,M090104,2019,03,,,,,,,,,6.7,
HKMDS,202003,T0901,M090104,2019,04,,,,,,,,,6.7,
HKMDS,202003,T0901,M090104,2019,05,,,,,,,,,6.8,
HKMDS,202003,T0901,M090104,2019,06,,,,,,,,,6.8,
HKMDS,202003,T0901,M090104,2019,07,,,,,,,,,6.9,
HKMDS,202003,T0901,M090104,2019,08,,,,,,,,,6.5,
HKMDS,202003,T0901,M090104,2019,09,,,,,,,,,6.7,
HKMDS,202003,T0901,M090104,2019,10,,,,,,,,,6.7,
HKMDS,202003,T0901,M090104,2019,11,,,,,,,,,6.5,
HKMDS,202003,T0901,M090104,2019,12,,,,,,,,,6.5,
HKMDS,202003,T0902,M090201,2016-2017,,revenue,revenue_01,,,,,,,206907,
HKMDS,202003,T0902,M090201,2017-2018,,revenue,revenue_01,,,,,,,208729,
HKMDS,202003,T0902,M090201,2018-2019,,revenue,revenue_01,,,,,,,236353,
HKMDS,202003,T0902,M090201,2018,10  - 12,revenue,revenue_01,,,,,,,139893,
HKMDS,202003,T0902,M090201,2019, 1  -   3,revenue,revenue_01,,,,,,,78400,
HKMDS,202003,T0902,M090201,2019, 4  -   6,revenue,revenue_01,,,,,,,16509,
HKMDS,202003,T0902,M090201,2019, 7  -   9,revenue,revenue_01,,,,,,,2515,
HKMDS,202003,T0902,M090201,2019,10  - 12,revenue,revenue_01,,,,,,,11613,
HKMDS,202003,T0902,M090201,2016-2017,,revenue,revenue_02,,,,,,,141029,
HKMDS,202003,T0902,M090201,2017-2018,,revenue,revenue_02,,,,,,,172790,
HKMDS,202003,T0902,M090201,2018-2019,,revenue,revenue_02,,,,,,,153907,
HKMDS,202003,T0902,M090201,2018,10  - 12,revenue,revenue_02,,,,,,,35422,
HKMDS,202003,T0902,M090201,2019, 1  -   3,revenue,revenue_02,,,,,,,35043,
HKMDS,202003,T0902,M090201,2019, 4  -   6,revenue,revenue_02,,,,,,,41108,
HKMDS,202003,T0902,M090201,2019, 7  -   9,revenue,revenue_02,,,,,,,31655,
HKMDS,202003,T0902,M090201,2019,10  - 12,revenue,revenue_02,,,,,,,33459,
HKMDS,202003,T0902,M090201,2016-2017,,revenue,revenue_03,,,,,,,88090,
HKMDS,202003,T0902,M090201,2017-2018,,revenue,revenue_03,,,,,,,62812,
HKMDS,202003,T0902,M090201,2018-2019,,revenue,revenue_03,,,,,,,74689,
HKMDS,202003,T0902,M090201,2018,10  - 12,revenue,revenue_03,,,,,,,46030,
HKMDS,202003,T0902,M090201,2019, 1  -   3,revenue,revenue_03,,,,,,,10143,
HKMDS,202003,T0902,M090201,2019, 4  -   6,revenue,revenue_03,,,,,,,9723,
HKMDS,202003,T0902,M090201,2019, 7  -   9,revenue,revenue_03,,,,,,,13405,
HKMDS,202003,T0902,M090201,2019,10  - 12,revenue,revenue_03,,,,,,,51951,
HKMDS,202003,T0902,M090201,2016-2017,,revenue,revenue_04,,,,,,,0,
HKMDS,202003,T0902,M090201,2017-2018,,revenue,revenue_04,,,,,,,0,
HKMDS,202003,T0902,M090201,2018-2019,,revenue,revenue_04,,,,,,,0,
HKMDS,202003,T0902,M090201,2018,10  - 12,revenue,revenue_04,,,,,,,0,
HKMDS,202003,T0902,M090201,2019, 1  -   3,revenue,revenue_04,,,,,,,0,
HKMDS,202003,T0902,M090201,2019, 4  -   6,revenue,revenue_04,,,,,,,0,
HKMDS,202003,T0902,M090201,2019, 7  -   9,revenue,revenue_04,,,,,,,0,
HKMDS,202003,T0902,M090201,2019,10  - 12,revenue,revenue_04,,,,,,,0,
HKMDS,202003,T0902,M090201,2016-2017,,revenue,revenue_tt,,,,,,,436026,
HKMDS,202003,T0902,M090201,2017-2018,,revenue,revenue_tt,,,,,,,444331,
HKMDS,202003,T0902,M090201,2018-2019,,revenue,revenue_tt,,,,,,,464949,
HKMDS,202003,T0902,M090201,2018,10  - 12,revenue,revenue_tt,,,,,,,221345,
HKMDS,202003,T0902,M090201,2019, 1  -   3,revenue,revenue_tt,,,,,,,123586,
HKMDS,202003,T0902,M090201,2019, 4  -   6,revenue,revenue_tt,,,,,,,67340,
HKMDS,202003,T0902,M090201,2019, 7  -   9,revenue,revenue_tt,,,,,,,47575,
HKMDS,202003,T0902,M090201,2019,10  - 12,revenue,revenue_tt,,,,,,,97023,
HKMDS,202003,T0902,M090202,2016-2017,,expend,expend_01,,,,,,,357253,
HKMDS,202003,T0902,M090202,2017-2018,,expend,expend_01,,,,,,,375123,
HKMDS,202003,T0902,M090202,2018-2019,,expend,expend_01,,,,,,,438148,
HKMDS,202003,T0902,M090202,2018,10  - 12,expend,expend_01,,,,,,,105692,
HKMDS,202003,T0902,M090202,2019, 1  -   3,expend,expend_01,,,,,,,120574,
HKMDS,202003,T0902,M090202,2019, 4  -   6,expend,expend_01,,,,,,,110062,
HKMDS,202003,T0902,M090202,2019, 7  -   9,expend,expend_01,,,,,,,139919,
HKMDS,202003,T0902,M090202,2019,10  - 12,expend,expend_01,,,,,,,111932,
HKMDS,202003,T0902,M090202,2016-2017,,expend,expend_02,,,,,,,23864,
HKMDS,202003,T0902,M090202,2017-2018,,expend,expend_02,,,,,,,4350,
HKMDS,202003,T0902,M090202,2018-2019,,expend,expend_02,,,,,,,22600,
HKMDS,202003,T0902,M090202,2018,10  - 12,expend,expend_02,,,,,,,10,
HKMDS,202003,T0902,M090202,2019, 1  -   3,expend,expend_02,,,,,,,1000,
HKMDS,202003,T0902,M090202,2019, 4  -   6,expend,expend_02,,,,,,,6074,
HKMDS,202003,T0902,M090202,2019, 7  -   9,expend,expend_02,,,,,,,0,
HKMDS,202003,T0902,M090202,2019,10  - 12,expend,expend_02,,,,,,,0,
HKMDS,202003,T0902,M090202,2016-2017,,expend,expend_tt,,,,,,,381117,
HKMDS,202003,T0902,M090202,2017-2018,,expend,expend_tt,,,,,,,379473,
HKMDS,202003,T0902,M090202,2018-2019,,expend,expend_tt,,,,,,,460748,
HKMDS,202003,T0902,M090202,2018,10  - 12,expend,expend_tt,,,,,,,105702,
HKMDS,202003,T0902,M090202,2019, 1  -   3,expend,expend_tt,,,,,,,121574,
HKMDS,202003,T0902,M090202,2019, 4  -   6,expend,expend_tt,,,,,,,116136,
HKMDS,202003,T0902,M090202,2019, 7  -   9,expend,expend_tt,,,,,,,139919,
HKMDS,202003,T0902,M090202,2019,10  - 12,expend,expend_tt,,,,,,,111932,
HKMDS,202003,T0903,M090301,2017,,curr,curr_01,issuer,issuer_01,,,,,455715,
HKMDS,202003,T0903,M090301,2018,,curr,curr_01,issuer,issuer_01,,,,,483845,
HKMDS,202003,T0903,M090301,2019,,curr,curr_01,issuer,issuer_01,,,,,516605,
HKMDS,202003,T0903,M090301,2018,10,curr,curr_01,issuer,issuer_01,,,,,468845,
HKMDS,202003,T0903,M090301,2018,11,curr,curr_01,issuer,issuer_01,,,,,469815,
HKMDS,202003,T0903,M090301,2018,12,curr,curr_01,issuer,issuer_01,,,,,483845,
HKMDS,202003,T0903,M090301,2019,01,curr,curr_01,issuer,issuer_01,,,,,503745,
HKMDS,202003,T0903,M090301,2019,02,curr,curr_01,issuer,issuer_01,,,,,493925,
HKMDS,202003,T0903,M090301,2019,03,curr,curr_01,issuer,issuer_01,,,,,497545,
HKMDS,202003,T0903,M090301,2019,04,curr,curr_01,issuer,issuer_01,,,,,498485,
HKMDS,202003,T0903,M090301,2019,05,curr,curr_01,issuer,issuer_01,,,,,490265,
HKMDS,202003,T0903,M090301,2019,06,curr,curr_01,issuer,issuer_01,,,,,499585,
HKMDS,202003,T0903,M090301,2019,07,curr,curr_01,issuer,issuer_01,,,,,496395,
HKMDS,202003,T0903,M090301,2019,08,curr,curr_01,issuer,issuer_01,,,,,505095,
HKMDS,202003,T0903,M090301,2019,09,curr,curr_01,issuer,issuer_01,,,,,504105,
HKMDS,202003,T0903,M090301,2019,10,curr,curr_01,issuer,issuer_01,,,,,503915,
HKMDS,202003,T0903,M090301,2019,11,curr,curr_01,issuer,issuer_01,,,,,509825,
HKMDS,202003,T0903,M090301,2019,12,curr,curr_01,issuer,issuer_01,,,,,516605,
HKMDS,202003,T0903,M090301,2017,,curr,curr_01,issuer,issuer_02,,,,,12439,
HKMDS,202003,T0903,M090301,2018,,curr,curr_01,issuer,issuer_02,,,,,12845,
HKMDS,202003,T0903,M090301,2019,,curr,curr_01,issuer,issuer_02,,,,,13254,
HKMDS,202003,T0903,M090301,2018,10,curr,curr_01,issuer,issuer_02,,,,,12751,
HKMDS,202003,T0903,M090301,2018,11,curr,curr_01,issuer,issuer_02,,,,,12767,
HKMDS,202003,T0903,M090301,2018,12,curr,curr_01,issuer,issuer_02,,,,,12845,
HKMDS,202003,T0903,M090301,2019,01,curr,curr_01,issuer,issuer_02,,,,,13338,
HKMDS,202003,T0903,M090301,2019,02,curr,curr_01,issuer,issuer_02,,,,,13176,
HKMDS,202003,T0903,M090301,2019,03,curr,curr_01,issuer,issuer_02,,,,,13039,
HKMDS,202003,T0903,M090301,2019,04,curr,curr_01,issuer,issuer_02,,,,,12999,
HKMDS,202003,T0903,M090301,2019,05,curr,curr_01,issuer,issuer_02,,,,,12981,
HKMDS,202003,T0903,M090301,2019,06,curr,curr_01,issuer,issuer_02,,,,,12977,
HKMDS,202003,T0903,M090301,2019,07,curr,curr_01,issuer,issuer_02,,,,,12975,
HKMDS,202003,T0903,M090301,2019,08,curr,curr_01,issuer,issuer_02,,,,,12981,
HKMDS,202003,T0903,M090301,2019,09,curr,curr_01,issuer,issuer_02,,,,,12984,
HKMDS,202003,T0903,M090301,2019,10,curr,curr_01,issuer,issuer_02,,,,,12981,
HKMDS,202003,T0903,M090301,2019,11,curr,curr_01,issuer,issuer_02,,,,,12987,
HKMDS,202003,T0903,M090301,2019,12,curr,curr_01,issuer,issuer_02,,,,,13254,
HKMDS,202003,T0903,M090301,2017,,curr,curr_01,issuer,issuer_tt,,,,,468154,
HKMDS,202003,T0903,M090301,2018,,curr,curr_01,issuer,issuer_tt,,,,,496690,
HKMDS,202003,T0903,M090301,2019,,curr,curr_01,issuer,issuer_tt,,,,,529859,
HKMDS,202003,T0903,M090301,2018,10,curr,curr_01,issuer,issuer_tt,,,,,481596,
HKMDS,202003,T0903,M090301,2018,11,curr,curr_01,issuer,issuer_tt,,,,,482582,
HKMDS,202003,T0903,M090301,2018,12,curr,curr_01,issuer,issuer_tt,,,,,496690,
HKMDS,202003,T0903,M090301,2019,01,curr,curr_01,issuer,issuer_tt,,,,,517083,
HKMDS,202003,T0903,M090301,2019,02,curr,curr_01,issuer,issuer_tt,,,,,507101,
HKMDS,202003,T0903,M090301,2019,03,curr,curr_01,issuer,issuer_tt,,,,,510584,
HKMDS,202003,T0903,M090301,2019,04,curr,curr_01,issuer,issuer_tt,,,,,511484,
HKMDS,202003,T0903,M090301,2019,05,curr,curr_01,issuer,issuer_tt,,,,,503246,
HKMDS,202003,T0903,M090301,2019,06,curr,curr_01,issuer,issuer_tt,,,,,512562,
HKMDS,202003,T0903,M090301,2019,07,curr,curr_01,issuer,issuer_tt,,,,,509370,
HKMDS,202003,T0903,M090301,2019,08,curr,curr_01,issuer,issuer_tt,,,,,518076,
HKMDS,202003,T0903,M090301,2019,09,curr,curr_01,issuer,issuer_tt,,,,,517089,
HKMDS,202003,T0903,M090301,2019,10,curr,curr_01,issuer,issuer_tt,,,,,516896,
HKMDS,202003,T0903,M090301,2019,11,curr,curr_01,issuer,issuer_tt,,,,,522812,
HKMDS,202003,T0903,M090301,2019,12,curr,curr_01,issuer,issuer_tt,,,,,529859,
HKMDS,202003,T0903,M090302,2017,,curr,curr_01,,,,,,,29400,
HKMDS,202003,T0903,M090302,2018,,curr,curr_01,,,,,,,30151,
HKMDS,202003,T0903,M090302,2019,,curr,curr_01,,,,,,,32559,
HKMDS,202003,T0903,M090302,2018,10,curr,curr_01,,,,,,,20966,
HKMDS,202003,T0903,M090302,2018,11,curr,curr_01,,,,,,,20648,
HKMDS,202003,T0903,M090302,2018,12,curr,curr_01,,,,,,,30151,
HKMDS,202003,T0903,M090302,2019,01,curr,curr_01,,,,,,,27132,
HKMDS,202003,T0903,M090302,2019,02,curr,curr_01,,,,,,,22597,
HKMDS,202003,T0903,M090302,2019,03,curr,curr_01,,,,,,,26097,
HKMDS,202003,T0903,M090302,2019,04,curr,curr_01,,,,,,,25057,
HKMDS,202003,T0903,M090302,2019,05,curr,curr_01,,,,,,,22299,
HKMDS,202003,T0903,M090302,2019,06,curr,curr_01,,,,,,,29716,
HKMDS,202003,T0903,M090302,2019,07,curr,curr_01,,,,,,,26185,
HKMDS,202003,T0903,M090302,2019,08,curr,curr_01,,,,,,,31009,
HKMDS,202003,T0903,M090302,2019,09,curr,curr_01,,,,,,,28384,
HKMDS,202003,T0903,M090302,2019,10,curr,curr_01,,,,,,,25212,
HKMDS,202003,T0903,M090302,2019,11,curr,curr_01,,,,,,,27367,
HKMDS,202003,T0903,M090302,2019,12,curr,curr_01,,,,,,,32559,
HKMDS,202003,T0903,M090303,2017,,curr,curr_01,,,,,,,438754,
HKMDS,202003,T0903,M090303,2018,,curr,curr_01,,,,,,,466539,
HKMDS,202003,T0903,M090303,2019,,curr,curr_01,,,,,,,497300,
HKMDS,202003,T0903,M090303,2018,10,curr,curr_01,,,,,,,460630,
HKMDS,202003,T0903,M090303,2018,11,curr,curr_01,,,,,,,461934,
HKMDS,202003,T0903,M090303,2018,12,curr,curr_01,,,,,,,466539,
HKMDS,202003,T0903,M090303,2019,01,curr,curr_01,,,,,,,489951,
HKMDS,202003,T0903,M090303,2019,02,curr,curr_01,,,,,,,484504,
HKMDS,202003,T0903,M090303,2019,03,curr,curr_01,,,,,,,484487,
HKMDS,202003,T0903,M090303,2019,04,curr,curr_01,,,,,,,486427,
HKMDS,202003,T0903,M090303,2019,05,curr,curr_01,,,,,,,480947,
HKMDS,202003,T0903,M090303,2019,06,curr,curr_01,,,,,,,482846,
HKMDS,202003,T0903,M090303,2019,07,curr,curr_01,,,,,,,483185,
HKMDS,202003,T0903,M090303,2019,08,curr,curr_01,,,,,,,487067,
HKMDS,202003,T0903,M090303,2019,09,curr,curr_01,,,,,,,488705,
HKMDS,202003,T0903,M090303,2019,10,curr,curr_01,,,,,,,491684,
HKMDS,202003,T0903,M090303,2019,11,curr,curr_01,,,,,,,495445,
HKMDS,202003,T0903,M090303,2019,12,curr,curr_01,,,,,,,497300,
HKMDS,202003,T0903,M090303,2017,,curr,curr_01,sadj,sadj_01,,,,,440492,
HKMDS,202003,T0903,M090303,2018,,curr,curr_01,sadj,sadj_01,,,,,468247,
HKMDS,202003,T0903,M090303,2019,,curr,curr_01,sadj,sadj_01,,,,,499046,
HKMDS,202003,T0903,M090303,2018,10,curr,curr_01,sadj,sadj_01,,,,,467483,
HKMDS,202003,T0903,M090303,2018,11,curr,curr_01,sadj,sadj_01,,,,,469857,
HKMDS,202003,T0903,M090303,2018,12,curr,curr_01,sadj,sadj_01,,,,,468247,
HKMDS,202003,T0903,M090303,2019,01,curr,curr_01,sadj,sadj_01,,,,,474357,
HKMDS,202003,T0903,M090303,2019,02,curr,curr_01,sadj,sadj_01,,,,,472145,
HKMDS,202003,T0903,M090303,2019,03,curr,curr_01,sadj,sadj_01,,,,,480273,
HKMDS,202003,T0903,M090303,2019,04,curr,curr_01,sadj,sadj_01,,,,,483623,
HKMDS,202003,T0903,M090303,2019,05,curr,curr_01,sadj,sadj_01,,,,,482856,
HKMDS,202003,T0903,M090303,2019,06,curr,curr_01,sadj,sadj_01,,,,,485837,
HKMDS,202003,T0903,M090303,2019,07,curr,curr_01,sadj,sadj_01,,,,,488587,
HKMDS,202003,T0903,M090303,2019,08,curr,curr_01,sadj,sadj_01,,,,,492922,
HKMDS,202003,T0903,M090303,2019,09,curr,curr_01,sadj,sadj_01,,,,,491650,
HKMDS,202003,T0903,M090303,2019,10,curr,curr_01,sadj,sadj_01,,,,,499146,
HKMDS,202003,T0903,M090303,2019,11,curr,curr_01,sadj,sadj_01,,,,,503965,
