product,issue,table,stat,year,period,class1,class1_code,class2,class2_code,class3,class3_code,class4,class4_code,figure,note_figure
HKMDS,202008,T0701,M070101,2017,,typeop,typeop_01,,,,,,,7787355,
HKMDS,202008,T0701,M070101,2018,,typeop,typeop_01,,,,,,,8262736,
HKMDS,202008,T0701,M070101,2019,,typeop,typeop_01,,,,,,,8056042,
HKMDS,202008,T0701,M070101,2019,04,typeop,typeop_01,,,,,,,566245,
HKMDS,202008,T0701,M070101,2019,05,typeop,typeop_01,,,,,,,695794,
HKMDS,202008,T0701,M070101,2019,06,typeop,typeop_01,,,,,,,657754,
HKMDS,202008,T0701,M070101,2019,07,typeop,typeop_01,,,,,,,670968,
HKMDS,202008,T0701,M070101,2019,08,typeop,typeop_01,,,,,,,777818,
HKMDS,202008,T0701,M070101,2019,09,typeop,typeop_01,,,,,,,577725,
HKMDS,202008,T0701,M070101,2019,10,typeop,typeop_01,,,,,,,703247,
HKMDS,202008,T0701,M070101,2019,11,typeop,typeop_01,,,,,,,655356,
HKMDS,202008,T0701,M070101,2019,12,typeop,typeop_01,,,,,,,694975,
HKMDS,202008,T0701,M070101,2020,01,typeop,typeop_01,,,,,,,717357,
HKMDS,202008,T0701,M070101,2020,02,typeop,typeop_01,,,,,,,408432,
HKMDS,202008,T0701,M070101,2020,03,typeop,typeop_01,,,,,,,320401,
HKMDS,202008,T0701,M070101,2020,04,typeop,typeop_01,,,,,,,190943,
HKMDS,202008,T0701,M070101,2020,05,typeop,typeop_01,,,,,,,348539,
HKMDS,202008,T0701,M070101,2020,06,typeop,typeop_01,,,,,,,307222,
HKMDS,202008,T0701,M070101,2017,,typeop,typeop_02,,,,,,,625679,
HKMDS,202008,T0701,M070101,2018,,typeop,typeop_02,,,,,,,634495,
HKMDS,202008,T0701,M070101,2019,,typeop,typeop_02,,,,,,,594940,
HKMDS,202008,T0701,M070101,2019,04,typeop,typeop_02,,,,,,,57769,
HKMDS,202008,T0701,M070101,2019,05,typeop,typeop_02,,,,,,,39680,
HKMDS,202008,T0701,M070101,2019,06,typeop,typeop_02,,,,,,,60742,
HKMDS,202008,T0701,M070101,2019,07,typeop,typeop_02,,,,,,,53694,
HKMDS,202008,T0701,M070101,2019,08,typeop,typeop_02,,,,,,,36092,
HKMDS,202008,T0701,M070101,2019,09,typeop,typeop_02,,,,,,,82809,
HKMDS,202008,T0701,M070101,2019,10,typeop,typeop_02,,,,,,,25467,
HKMDS,202008,T0701,M070101,2019,11,typeop,typeop_02,,,,,,,44415,
HKMDS,202008,T0701,M070101,2019,12,typeop,typeop_02,,,,,,,65300,
HKMDS,202008,T0701,M070101,2020,01,typeop,typeop_02,,,,,,,30427,
HKMDS,202008,T0701,M070101,2020,02,typeop,typeop_02,,,,,,,52683,
HKMDS,202008,T0701,M070101,2020,03,typeop,typeop_02,,,,,,,62570,
HKMDS,202008,T0701,M070101,2020,04,typeop,typeop_02,,,,,,,30824,
HKMDS,202008,T0701,M070101,2020,05,typeop,typeop_02,,,,,,,65970,
HKMDS,202008,T0701,M070101,2020,06,typeop,typeop_02,,,,,,,60777,
HKMDS,202008,T0701,M070101,2017,,typeop,typeop_03,,,,,,,7269099,
HKMDS,202008,T0701,M070101,2018,,typeop,typeop_03,,,,,,,7857171,
HKMDS,202008,T0701,M070101,2019,,typeop,typeop_03,,,,,,,7866795,
HKMDS,202008,T0701,M070101,2019,04,typeop,typeop_03,,,,,,,923606,
HKMDS,202008,T0701,M070101,2019,05,typeop,typeop_03,,,,,,,796812,
HKMDS,202008,T0701,M070101,2019,06,typeop,typeop_03,,,,,,,501637,
HKMDS,202008,T0701,M070101,2019,07,typeop,typeop_03,,,,,,,340755,
HKMDS,202008,T0701,M070101,2019,08,typeop,typeop_03,,,,,,,645569,
HKMDS,202008,T0701,M070101,2019,09,typeop,typeop_03,,,,,,,696958,
HKMDS,202008,T0701,M070101,2019,10,typeop,typeop_03,,,,,,,628225,
HKMDS,202008,T0701,M070101,2019,11,typeop,typeop_03,,,,,,,773662,
HKMDS,202008,T0701,M070101,2019,12,typeop,typeop_03,,,,,,,603142,
HKMDS,202008,T0701,M070101,2020,01,typeop,typeop_03,,,,,,,441626,
HKMDS,202008,T0701,M070101,2020,02,typeop,typeop_03,,,,,,,555243,
HKMDS,202008,T0701,M070101,2020,03,typeop,typeop_03,,,,,,,440613,
HKMDS,202008,T0701,M070101,2020,04,typeop,typeop_03,,,,,,,318907,
HKMDS,202008,T0701,M070101,2020,05,typeop,typeop_03,,,,,,,801307,
HKMDS,202008,T0701,M070101,2020,06,typeop,typeop_03,,,,,,,559855,
HKMDS,202008,T0701,M070101,2017,,typeop,typeop_04,,,,,,,8075000,
HKMDS,202008,T0701,M070101,2018,,typeop,typeop_04,,,,,,,7477189,
HKMDS,202008,T0701,M070101,2019,,typeop,typeop_04,,,,,,,6802047,
HKMDS,202008,T0701,M070101,2019,04,typeop,typeop_04,,,,,,,447738,
HKMDS,202008,T0701,M070101,2019,05,typeop,typeop_04,,,,,,,230777,
HKMDS,202008,T0701,M070101,2019,06,typeop,typeop_04,,,,,,,559714,
HKMDS,202008,T0701,M070101,2019,07,typeop,typeop_04,,,,,,,450303,
HKMDS,202008,T0701,M070101,2019,08,typeop,typeop_04,,,,,,,499011,
HKMDS,202008,T0701,M070101,2019,09,typeop,typeop_04,,,,,,,759847,
HKMDS,202008,T0701,M070101,2019,10,typeop,typeop_04,,,,,,,789133,
HKMDS,202008,T0701,M070101,2019,11,typeop,typeop_04,,,,,,,296612,
HKMDS,202008,T0701,M070101,2019,12,typeop,typeop_04,,,,,,,578342,
HKMDS,202008,T0701,M070101,2020,01,typeop,typeop_04,,,,,,,558932,
HKMDS,202008,T0701,M070101,2020,02,typeop,typeop_04,,,,,,,606091,
HKMDS,202008,T0701,M070101,2020,03,typeop,typeop_04,,,,,,,649787,
HKMDS,202008,T0701,M070101,2020,04,typeop,typeop_04,,,,,,,531173,
HKMDS,202008,T0701,M070101,2020,05,typeop,typeop_04,,,,,,,846491,
HKMDS,202008,T0701,M070101,2020,06,typeop,typeop_04,,,,,,,245679,
HKMDS,202008,T0701,M070101,2017,,typeop,typeop_05,,,,,,,2821799,
HKMDS,202008,T0701,M070101,2018,,typeop,typeop_05,,,,,,,2739817,
HKMDS,202008,T0701,M070101,2019,,typeop,typeop_05,,,,,,,2791124,
HKMDS,202008,T0701,M070101,2019,04,typeop,typeop_05,,,,,,,222860,
HKMDS,202008,T0701,M070101,2019,05,typeop,typeop_05,,,,,,,221524,
HKMDS,202008,T0701,M070101,2019,06,typeop,typeop_05,,,,,,,299349,
HKMDS,202008,T0701,M070101,2019,07,typeop,typeop_05,,,,,,,288659,
HKMDS,202008,T0701,M070101,2019,08,typeop,typeop_05,,,,,,,274128,
HKMDS,202008,T0701,M070101,2019,09,typeop,typeop_05,,,,,,,266446,
HKMDS,202008,T0701,M070101,2019,10,typeop,typeop_05,,,,,,,207254,
HKMDS,202008,T0701,M070101,2019,11,typeop,typeop_05,,,,,,,214990,
HKMDS,202008,T0701,M070101,2019,12,typeop,typeop_05,,,,,,,204623,
HKMDS,202008,T0701,M070101,2020,01,typeop,typeop_05,,,,,,,282699,
HKMDS,202008,T0701,M070101,2020,02,typeop,typeop_05,,,,,,,263500,
HKMDS,202008,T0701,M070101,2020,03,typeop,typeop_05,,,,,,,330779,
HKMDS,202008,T0701,M070101,2020,04,typeop,typeop_05,,,,,,,270185,
HKMDS,202008,T0701,M070101,2020,05,typeop,typeop_05,,,,,,,397927,(*)
HKMDS,202008,T0701,M070101,2020,06,typeop,typeop_05,,,,,,,390218,
HKMDS,202008,T0702,M070201,2017,,typeco,typeco_01,,,,,,,10502586,
HKMDS,202008,T0702,M070201,2018,,typeco,typeco_01,,,,,,,10884169,
HKMDS,202008,T0702,M070201,2019,,typeco,typeco_01,,,,,,,10035245,
HKMDS,202008,T0702,M070201,2019,04,typeco,typeco_01,,,,,,,702736,
HKMDS,202008,T0702,M070201,2019,05,typeco,typeco_01,,,,,,,1106377,
HKMDS,202008,T0702,M070201,2019,06,typeco,typeco_01,,,,,,,1160119,
HKMDS,202008,T0702,M070201,2019,07,typeco,typeco_01,,,,,,,956325,
HKMDS,202008,T0702,M070201,2019,08,typeco,typeco_01,,,,,,,1045971,
HKMDS,202008,T0702,M070201,2019,09,typeco,typeco_01,,,,,,,845792,
HKMDS,202008,T0702,M070201,2019,10,typeco,typeco_01,,,,,,,936682,
HKMDS,202008,T0702,M070201,2019,11,typeco,typeco_01,,,,,,,678678,
HKMDS,202008,T0702,M070201,2019,12,typeco,typeco_01,,,,,,,726473,
HKMDS,202008,T0702,M070201,2020,01,typeco,typeco_01,,,,,,,408076,
HKMDS,202008,T0702,M070201,2020,02,typeco,typeco_01,,,,,,,149900,
HKMDS,202008,T0702,M070201,2020,03,typeco,typeco_01,,,,,,,417047,
HKMDS,202008,T0702,M070201,2020,04,typeco,typeco_01,,,,,,,543844,
HKMDS,202008,T0702,M070201,2020,05,typeco,typeco_01,,,,,,,576089,
HKMDS,202008,T0702,M070201,2020,06,typeco,typeco_01,,,,,,,491870,
HKMDS,202008,T0702,M070201,2017,,typeco,typeco_02,,,,,,,3283,
HKMDS,202008,T0702,M070201,2018,,typeco,typeco_02,,,,,,,3761,
HKMDS,202008,T0702,M070201,2019,,typeco,typeco_02,,,,,,,3249,
HKMDS,202008,T0702,M070201,2019,04,typeco,typeco_02,,,,,,,304,
HKMDS,202008,T0702,M070201,2019,05,typeco,typeco_02,,,,,,,212,
HKMDS,202008,T0702,M070201,2019,06,typeco,typeco_02,,,,,,,47,
HKMDS,202008,T0702,M070201,2019,07,typeco,typeco_02,,,,,,,150,
HKMDS,202008,T0702,M070201,2019,08,typeco,typeco_02,,,,,,,170,
HKMDS,202008,T0702,M070201,2019,09,typeco,typeco_02,,,,,,,132,
HKMDS,202008,T0702,M070201,2019,10,typeco,typeco_02,,,,,,,181,
HKMDS,202008,T0702,M070201,2019,11,typeco,typeco_02,,,,,,,311,
HKMDS,202008,T0702,M070201,2019,12,typeco,typeco_02,,,,,,,371,
HKMDS,202008,T0702,M070201,2020,01,typeco,typeco_02,,,,,,,313,
HKMDS,202008,T0702,M070201,2020,02,typeco,typeco_02,,,,,,,1360,
HKMDS,202008,T0702,M070201,2020,03,typeco,typeco_02,,,,,,,867,
HKMDS,202008,T0702,M070201,2020,04,typeco,typeco_02,,,,,,,432,
HKMDS,202008,T0702,M070201,2020,05,typeco,typeco_02,,,,,,,348,
HKMDS,202008,T0702,M070201,2020,06,typeco,typeco_02,,,,,,,-71,
HKMDS,202008,T0703,M070301,2017,,typeec,typeec_01,,,,,,,42127,
HKMDS,202008,T0703,M070301,2018,,typeec,typeec_01,,,,,,,41965,
HKMDS,202008,T0703,M070301,2019,,typeec,typeec_01,,,,,,,42937,
HKMDS,202008,T0703,M070301,2019,04,typeec,typeec_01,,,,,,,2862,
HKMDS,202008,T0703,M070301,2019,05,typeec,typeec_01,,,,,,,3295,
HKMDS,202008,T0703,M070301,2019,06,typeec,typeec_01,,,,,,,4788,
HKMDS,202008,T0703,M070301,2019,07,typeec,typeec_01,,,,,,,5239,
HKMDS,202008,T0703,M070301,2019,08,typeec,typeec_01,,,,,,,5497,
HKMDS,202008,T0703,M070301,2019,09,typeec,typeec_01,,,,,,,4879,
HKMDS,202008,T0703,M070301,2019,10,typeec,typeec_01,,,,,,,4016,
HKMDS,202008,T0703,M070301,2019,11,typeec,typeec_01,,,,,,,2698,
HKMDS,202008,T0703,M070301,2019,12,typeec,typeec_01,,,,,,,2370,
HKMDS,202008,T0703,M070301,2020,01,typeec,typeec_01,,,,,,,2255,
HKMDS,202008,T0703,M070301,2020,02,typeec,typeec_01,,,,,,,2472,
HKMDS,202008,T0703,M070301,2020,03,typeec,typeec_01,,,,,,,2701,
HKMDS,202008,T0703,M070301,2020,04,typeec,typeec_01,,,,,,,2699,
HKMDS,202008,T0703,M070301,2020,05,typeec,typeec_01,,,,,,,4646,
HKMDS,202008,T0703,M070301,2020,06,typeec,typeec_01,,,,,,,5213,
HKMDS,202008,T0703,M070301,2017,,typeec,typeec_02,,,,,,,103893,
HKMDS,202008,T0703,M070301,2018,,typeec,typeec_02,,,,,,,105689,
HKMDS,202008,T0703,M070301,2019,,typeec,typeec_02,,,,,,,107162,
HKMDS,202008,T0703,M070301,2019,04,typeec,typeec_02,,,,,,,8745,
HKMDS,202008,T0703,M070301,2019,05,typeec,typeec_02,,,,,,,9660,
HKMDS,202008,T0703,M070301,2019,06,typeec,typeec_02,,,,,,,10308,
HKMDS,202008,T0703,M070301,2019,07,typeec,typeec_02,,,,,,,11034,
HKMDS,202008,T0703,M070301,2019,08,typeec,typeec_02,,,,,,,10497,
HKMDS,202008,T0703,M070301,2019,09,typeec,typeec_02,,,,,,,9827,
HKMDS,202008,T0703,M070301,2019,10,typeec,typeec_02,,,,,,,9265,
HKMDS,202008,T0703,M070301,2019,11,typeec,typeec_02,,,,,,,7712,
HKMDS,202008,T0703,M070301,2019,12,typeec,typeec_02,,,,,,,7543,
HKMDS,202008,T0703,M070301,2020,01,typeec,typeec_02,,,,,,,7646,
HKMDS,202008,T0703,M070301,2020,02,typeec,typeec_02,,,,,,,6659,
HKMDS,202008,T0703,M070301,2020,03,typeec,typeec_02,,,,,,,7457,
HKMDS,202008,T0703,M070301,2020,04,typeec,typeec_02,,,,,,,6976,
HKMDS,202008,T0703,M070301,2020,05,typeec,typeec_02,,,,,,,9182,
HKMDS,202008,T0703,M070301,2020,06,typeec,typeec_02,,,,,,,10289,
HKMDS,202008,T0703,M070301,2017,,typeec,typeec_03,,,,,,,11196,
HKMDS,202008,T0703,M070301,2018,,typeec,typeec_03,,,,,,,11081,
HKMDS,202008,T0703,M070301,2019,,typeec,typeec_03,,,,,,,10815,
HKMDS,202008,T0703,M070301,2019,04,typeec,typeec_03,,,,,,,921,
HKMDS,202008,T0703,M070301,2019,05,typeec,typeec_03,,,,,,,962,
HKMDS,202008,T0703,M070301,2019,06,typeec,typeec_03,,,,,,,1011,
HKMDS,202008,T0703,M070301,2019,07,typeec,typeec_03,,,,,,,1033,
HKMDS,202008,T0703,M070301,2019,08,typeec,typeec_03,,,,,,,1024,
HKMDS,202008,T0703,M070301,2019,09,typeec,typeec_03,,,,,,,917,
HKMDS,202008,T0703,M070301,2019,10,typeec,typeec_03,,,,,,,895,
HKMDS,202008,T0703,M070301,2019,11,typeec,typeec_03,,,,,,,835,
HKMDS,202008,T0703,M070301,2019,12,typeec,typeec_03,,,,,,,813,
HKMDS,202008,T0703,M070301,2020,01,typeec,typeec_03,,,,,,,832,
HKMDS,202008,T0703,M070301,2020,02,typeec,typeec_03,,,,,,,729,
HKMDS,202008,T0703,M070301,2020,03,typeec,typeec_03,,,,,,,802,
HKMDS,202008,T0703,M070301,2020,04,typeec,typeec_03,,,,,,,828,
HKMDS,202008,T0703,M070301,2020,05,typeec,typeec_03,,,,,,,1047,
HKMDS,202008,T0703,M070301,2020,06,typeec,typeec_03,,,,,,,1001,
HKMDS,202008,T0703,M070301,2017,,typeec,typeec_04,,,,,,,389,
HKMDS,202008,T0703,M070301,2018,,typeec,typeec_04,,,,,,,382,
HKMDS,202008,T0703,M070301,2019,,typeec,typeec_04,,,,,,,377,
HKMDS,202008,T0703,M070301,2019,04,typeec,typeec_04,,,,,,,31,
HKMDS,202008,T0703,M070301,2019,05,typeec,typeec_04,,,,,,,29,
HKMDS,202008,T0703,M070301,2019,06,typeec,typeec_04,,,,,,,26,
HKMDS,202008,T0703,M070301,2019,07,typeec,typeec_04,,,,,,,32,
HKMDS,202008,T0703,M070301,2019,08,typeec,typeec_04,,,,,,,30,
HKMDS,202008,T0703,M070301,2019,09,typeec,typeec_04,,,,,,,32,
HKMDS,202008,T0703,M070301,2019,10,typeec,typeec_04,,,,,,,34,
HKMDS,202008,T0703,M070301,2019,11,typeec,typeec_04,,,,,,,31,
HKMDS,202008,T0703,M070301,2019,12,typeec,typeec_04,,,,,,,34,
HKMDS,202008,T0703,M070301,2020,01,typeec,typeec_04,,,,,,,32,
HKMDS,202008,T0703,M070301,2020,02,typeec,typeec_04,,,,,,,28,
HKMDS,202008,T0703,M070301,2020,03,typeec,typeec_04,,,,,,,34,
HKMDS,202008,T0703,M070301,2020,04,typeec,typeec_04,,,,,,,32,
HKMDS,202008,T0703,M070301,2020,05,typeec,typeec_04,,,,,,,27,
HKMDS,202008,T0703,M070301,2020,06,typeec,typeec_04,,,,,,,28,
HKMDS,202008,T0703,M070301,2017,,typeec,typeec_05,,,,,,,4828,
HKMDS,202008,T0703,M070301,2018,,typeec,typeec_05,,,,,,,2002,
HKMDS,202008,T0703,M070301,2019,,typeec,typeec_05,,,,,,,0,
HKMDS,202008,T0703,M070301,2019,04,typeec,typeec_05,,,,,,,0,
HKMDS,202008,T0703,M070301,2019,05,typeec,typeec_05,,,,,,,0,
HKMDS,202008,T0703,M070301,2019,06,typeec,typeec_05,,,,,,,0,
HKMDS,202008,T0703,M070301,2019,07,typeec,typeec_05,,,,,,,0,
HKMDS,202008,T0703,M070301,2019,08,typeec,typeec_05,,,,,,,0,
HKMDS,202008,T0703,M070301,2019,09,typeec,typeec_05,,,,,,,0,
HKMDS,202008,T0703,M070301,2019,10,typeec,typeec_05,,,,,,,0,
HKMDS,202008,T0703,M070301,2019,11,typeec,typeec_05,,,,,,,0,
